C3+,C3-,layer,obs_names,individual,cell_class,age_years,sex,source,chemistry,source_chem,n_cells
67242.171564018,60959.993625874464,counts_cpm,10__Astrocytes,10,Astrocytes,-0.13972602739726028,Male,VELMESHEV,V3,VELMESHEV-V3,317
106087.09084647169,35107.52720926541,counts_cpm,10__Excitatory,10,Excitatory,-0.13972602739726028,Male,VELMESHEV,V3,VELMESHEV-V3,4023
67098.38449599003,52567.64060048397,counts_cpm,10__Glia,10,Glia,-0.13972602739726028,Male,VELMESHEV,V3,VELMESHEV-V3,256
90812.15476367735,36339.97918711682,counts_cpm,10__Inhibitory,10,Inhibitory,-0.13972602739726028,Male,VELMESHEV,V3,VELMESHEV-V3,3977
53295.92782162885,72084.23851819705,counts_cpm,10__Microglia,10,Microglia,-0.13972602739726028,Male,VELMESHEV,V3,VELMESHEV-V3,177
82522.5269328413,53164.930021943226,counts_cpm,10__OPC,10,OPC,-0.13972602739726028,Male,VELMESHEV,V3,VELMESHEV-V3,245
67466.53341978199,53157.594185252194,counts_cpm,10__Other,10,Other,-0.13972602739726028,Male,VELMESHEV,V3,VELMESHEV-V3,404
91522.04458560784,38808.38633176342,counts_cpm,11__Excitatory,11,Excitatory,-0.38904109589041097,Female,VELMESHEV,V3,VELMESHEV-V3,8235
69615.12933392801,46230.5010915353,counts_cpm,11__Glia,11,Glia,-0.38904109589041097,Female,VELMESHEV,V3,VELMESHEV-V3,2054
80773.39727183987,37860.799284631496,counts_cpm,11__Inhibitory,11,Inhibitory,-0.38904109589041097,Female,VELMESHEV,V3,VELMESHEV-V3,1692
71461.22506943025,48724.90138786495,counts_cpm,11__OPC,11,OPC,-0.38904109589041097,Female,VELMESHEV,V3,VELMESHEV-V3,100
72191.87979434071,45817.03798747334,counts_cpm,11__Other,11,Other,-0.38904109589041097,Female,VELMESHEV,V3,VELMESHEV-V3,132
82914.43854179837,45796.479277548606,counts_cpm,1798__Astrocytes,1798,Astrocytes,1.7835616438356163,Female,VELMESHEV,V2,VELMESHEV-V2,125
115779.04225004272,26463.464360416147,counts_cpm,1798__Excitatory,1798,Excitatory,1.7835616438356163,Female,VELMESHEV,V2,VELMESHEV-V2,4367
94748.90298577271,33182.53234840391,counts_cpm,1798__Inhibitory,1798,Inhibitory,1.7835616438356163,Female,VELMESHEV,V2,VELMESHEV-V2,1232
104976.94071987737,30871.87283375844,counts_cpm,1798__Other,1798,Other,1.7835616438356163,Female,VELMESHEV,V2,VELMESHEV-V2,650
98147.80687597969,36912.38072875299,counts_cpm,23__Excitatory,23,Excitatory,-0.31232876712328766,Male,VELMESHEV,V3,VELMESHEV-V3,4317
68146.77458531331,48572.10193526144,counts_cpm,23__Glia,23,Glia,-0.31232876712328766,Male,VELMESHEV,V3,VELMESHEV-V3,929
79815.53018985517,36478.32457720202,counts_cpm,23__Inhibitory,23,Inhibitory,-0.31232876712328766,Male,VELMESHEV,V3,VELMESHEV-V3,4802
53015.07767579613,66862.20747419856,counts_cpm,23__Microglia,23,Microglia,-0.31232876712328766,Male,VELMESHEV,V3,VELMESHEV-V3,102
65300.75427999545,49699.55720772911,counts_cpm,23__Other,23,Other,-0.31232876712328766,Male,VELMESHEV,V3,VELMESHEV-V3,228
92800.80178329992,39207.78217113917,counts_cpm,24__Excitatory,24,Excitatory,-0.4273972602739726,Male,VELMESHEV,V3,VELMESHEV-V3,9350
69215.6074566736,48653.82957778677,counts_cpm,24__Glia,24,Glia,-0.4273972602739726,Male,VELMESHEV,V3,VELMESHEV-V3,3319
85532.06655602394,36330.91565654318,counts_cpm,24__Inhibitory,24,Inhibitory,-0.4273972602739726,Male,VELMESHEV,V3,VELMESHEV-V3,516
75079.74479504155,42452.69926103528,counts_cpm,24__Other,24,Other,-0.4273972602739726,Male,VELMESHEV,V3,VELMESHEV-V3,191
91827.49974213459,38597.51725732122,counts_cpm,26__Excitatory,26,Excitatory,-0.40821917808219177,Male,VELMESHEV,V3,VELMESHEV-V3,6706
68445.52651533847,47179.09722104949,counts_cpm,26__Glia,26,Glia,-0.40821917808219177,Male,VELMESHEV,V3,VELMESHEV-V3,1186
82217.76609257804,38057.33420878168,counts_cpm,26__Inhibitory,26,Inhibitory,-0.40821917808219177,Male,VELMESHEV,V3,VELMESHEV-V3,1026
71080.80157784878,60133.82618239895,counts_cpm,30__Astrocytes,30,Astrocytes,-0.3506849315068493,Male,VELMESHEV,V3,VELMESHEV-V3,125
96772.94637846173,39459.786660549566,counts_cpm,30__Excitatory,30,Excitatory,-0.3506849315068493,Male,VELMESHEV,V3,VELMESHEV-V3,4267
70453.56327227324,51017.275578562774,counts_cpm,30__Glia,30,Glia,-0.3506849315068493,Male,VELMESHEV,V3,VELMESHEV-V3,1210
80673.78831347167,39000.97513708863,counts_cpm,30__Inhibitory,30,Inhibitory,-0.3506849315068493,Male,VELMESHEV,V3,VELMESHEV-V3,4182
76489.62635136012,53361.96334798411,counts_cpm,30__OPC,30,OPC,-0.3506849315068493,Male,VELMESHEV,V3,VELMESHEV-V3,141
69630.86687159647,53780.20212990597,counts_cpm,30__Other,30,Other,-0.3506849315068493,Male,VELMESHEV,V3,VELMESHEV-V3,126
65494.02076132185,59946.40663197637,counts_cpm,34__Astrocytes,34,Astrocytes,-0.37945205479452054,Male,VELMESHEV,V3,VELMESHEV-V3,157
97368.26211877636,37451.3796260002,counts_cpm,34__Excitatory,34,Excitatory,-0.37945205479452054,Male,VELMESHEV,V3,VELMESHEV-V3,7553
61203.20728912498,55726.98422423768,counts_cpm,34__Glia,34,Glia,-0.37945205479452054,Male,VELMESHEV,V3,VELMESHEV-V3,329
81991.95330140811,38352.05008643854,counts_cpm,34__Inhibitory,34,Inhibitory,-0.37945205479452054,Male,VELMESHEV,V3,VELMESHEV-V3,4215
55172.21684627212,65193.67301196749,counts_cpm,34__Microglia,34,Microglia,-0.37945205479452054,Male,VELMESHEV,V3,VELMESHEV-V3,115
76444.13671490535,50660.751406822914,counts_cpm,34__OPC,34,OPC,-0.37945205479452054,Male,VELMESHEV,V3,VELMESHEV-V3,269
68150.54508577229,52559.41142487455,counts_cpm,34__Other,34,Other,-0.37945205479452054,Male,VELMESHEV,V3,VELMESHEV-V3,788
67604.5051861983,63343.64230676785,counts_cpm,3__Astrocytes,3,Astrocytes,-0.29315068493150687,Female,VELMESHEV,V3,VELMESHEV-V3,136
100909.59448619556,37342.42220339369,counts_cpm,3__Excitatory,3,Excitatory,-0.29315068493150687,Female,VELMESHEV,V3,VELMESHEV-V3,5729
70503.96526170474,53363.40603933772,counts_cpm,3__Glia,3,Glia,-0.29315068493150687,Female,VELMESHEV,V3,VELMESHEV-V3,123
91735.95506421349,36998.15462952712,counts_cpm,3__Inhibitory,3,Inhibitory,-0.29315068493150687,Female,VELMESHEV,V3,VELMESHEV-V3,2104
81980.79151196622,52831.08494813656,counts_cpm,3__OPC,3,OPC,-0.29315068493150687,Female,VELMESHEV,V3,VELMESHEV-V3,198
65578.37096439896,56969.99924663975,counts_cpm,3__Other,3,Other,-0.29315068493150687,Female,VELMESHEV,V3,VELMESHEV-V3,163
80676.95682374637,36153.16677181657,counts_cpm,4283__Excitatory,4283,Excitatory,-0.2493150684931507,Female,VELMESHEV,V2,VELMESHEV-V2,2735
73231.21105598425,36358.58158613264,counts_cpm,4283__Inhibitory,4283,Inhibitory,-0.2493150684931507,Female,VELMESHEV,V2,VELMESHEV-V2,692
70149.90653047443,37848.68990294533,counts_cpm,4283__Other,4283,Other,-0.2493150684931507,Female,VELMESHEV,V2,VELMESHEV-V2,145
59225.581219913496,55583.34742132374,counts_cpm,4341__Astrocytes,4341,Astrocytes,12.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,293
103570.71744456621,28146.747676138453,counts_cpm,4341__Excitatory,4341,Excitatory,12.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,1228
82415.86139277936,35956.97479222554,counts_cpm,4341__Inhibitory,4341,Inhibitory,12.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,537
54676.171263985176,61593.84232276208,counts_cpm,4341__Microglia,4341,Microglia,12.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,141
75665.88652797403,52002.25970688709,counts_cpm,4341__OPC,4341,OPC,12.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,360
44867.106365318,63858.587994094116,counts_cpm,4341__Oligos,4341,Oligos,12.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,1078
60716.083894797375,53107.16392046938,counts_cpm,4350__Astrocytes,4350,Astrocytes,0.5315068493150685,Male,VELMESHEV,V2,VELMESHEV-V2,511
103701.71159511739,28507.07047507647,counts_cpm,4350__Excitatory,4350,Excitatory,0.5315068493150685,Male,VELMESHEV,V2,VELMESHEV-V2,1185
85860.52530210419,35329.89988835248,counts_cpm,4350__Inhibitory,4350,Inhibitory,0.5315068493150685,Male,VELMESHEV,V2,VELMESHEV-V2,732
57216.75128154474,57529.38034021757,counts_cpm,4350__Microglia,4350,Microglia,0.5315068493150685,Male,VELMESHEV,V2,VELMESHEV-V2,184
74847.755815915,48908.097630885495,counts_cpm,4350__OPC,4350,OPC,0.5315068493150685,Male,VELMESHEV,V2,VELMESHEV-V2,266
67290.01281998726,53802.26953716918,counts_cpm,4369__Astrocytes,4369,Astrocytes,2.7205479452054795,Female,VELMESHEV,V2,VELMESHEV-V2,366
118379.0311467529,24940.29336512312,counts_cpm,4369__Excitatory,4369,Excitatory,2.7205479452054795,Female,VELMESHEV,V2,VELMESHEV-V2,1006
93762.5869220272,32819.222228927145,counts_cpm,4369__Inhibitory,4369,Inhibitory,2.7205479452054795,Female,VELMESHEV,V2,VELMESHEV-V2,462
63857.16377755175,59017.60229655774,counts_cpm,4369__Microglia,4369,Microglia,2.7205479452054795,Female,VELMESHEV,V2,VELMESHEV-V2,119
83683.95318617942,51359.58542292979,counts_cpm,4369__OPC,4369,OPC,2.7205479452054795,Female,VELMESHEV,V2,VELMESHEV-V2,270
54865.84198773199,59878.38375117043,counts_cpm,4369__Oligos,4369,Oligos,2.7205479452054795,Female,VELMESHEV,V2,VELMESHEV-V2,101
69801.82201440739,56180.07379805361,counts_cpm,4389__Astrocytes,4389,Astrocytes,0.21095890410958903,Female,VELMESHEV,V2,VELMESHEV-V2,583
100162.4208426909,33134.874474402626,counts_cpm,4389__Excitatory,4389,Excitatory,0.21095890410958903,Female,VELMESHEV,V2,VELMESHEV-V2,1416
90419.63713869156,36066.08768303384,counts_cpm,4389__Inhibitory,4389,Inhibitory,0.21095890410958903,Female,VELMESHEV,V2,VELMESHEV-V2,657
57726.73970704754,60474.85278241152,counts_cpm,4389__Microglia,4389,Microglia,0.21095890410958903,Female,VELMESHEV,V2,VELMESHEV-V2,120
80793.62255829904,49903.223126568446,counts_cpm,4389__OPC,4389,OPC,0.21095890410958903,Female,VELMESHEV,V2,VELMESHEV-V2,259
67353.76588897366,57552.52343533222,counts_cpm,4396__Astrocytes,4396,Astrocytes,0.14520547945205478,Male,VELMESHEV,V2,VELMESHEV-V2,644
102653.41681768901,31891.18442617276,counts_cpm,4396__Excitatory,4396,Excitatory,0.14520547945205478,Male,VELMESHEV,V2,VELMESHEV-V2,1523
91052.13784482583,35954.11412814981,counts_cpm,4396__Inhibitory,4396,Inhibitory,0.14520547945205478,Male,VELMESHEV,V2,VELMESHEV-V2,751
79692.71103000453,49789.433874298404,counts_cpm,4396__OPC,4396,OPC,0.14520547945205478,Male,VELMESHEV,V2,VELMESHEV-V2,285
69789.1546659892,54672.761774441184,counts_cpm,4426__Astrocytes,4426,Astrocytes,2.2054794520547945,Male,VELMESHEV,V2,VELMESHEV-V2,575
114928.96048598479,27586.520361680785,counts_cpm,4426__Excitatory,4426,Excitatory,2.2054794520547945,Male,VELMESHEV,V2,VELMESHEV-V2,1168
93442.99425188318,35137.66918295769,counts_cpm,4426__Inhibitory,4426,Inhibitory,2.2054794520547945,Male,VELMESHEV,V2,VELMESHEV-V2,691
67227.10236817897,55804.70834234821,counts_cpm,4426__Microglia,4426,Microglia,2.2054794520547945,Male,VELMESHEV,V2,VELMESHEV-V2,324
81582.12922940716,50039.33539360179,counts_cpm,4426__OPC,4426,OPC,2.2054794520547945,Male,VELMESHEV,V2,VELMESHEV-V2,401
60483.62447170426,55066.921280860406,counts_cpm,4426__Oligos,4426,Oligos,2.2054794520547945,Male,VELMESHEV,V2,VELMESHEV-V2,333
99014.6931834458,30954.550087278698,counts_cpm,4426__Other,4426,Other,2.2054794520547945,Male,VELMESHEV,V2,VELMESHEV-V2,218
74829.64480836569,36898.18248090096,counts_cpm,4942__Excitatory,4942,Excitatory,-0.29041095890410956,Female,VELMESHEV,V2,VELMESHEV-V2,227
67498.57701322006,60019.27589395743,counts_cpm,5242__Astrocytes,5242,Astrocytes,14.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,594
101481.17282734111,33353.69843878386,counts_cpm,5242__Excitatory,5242,Excitatory,14.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,1064
87661.16748060749,36695.927069880716,counts_cpm,5242__Inhibitory,5242,Inhibitory,14.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,570
58406.70249038429,60526.912849868444,counts_cpm,5242__Microglia,5242,Microglia,14.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,249
79758.6994829747,51432.17295842086,counts_cpm,5242__OPC,5242,OPC,14.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,233
49305.07610658913,61097.124320770534,counts_cpm,5242__Oligos,5242,Oligos,14.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,440
89592.61005650867,31483.386955321686,counts_cpm,5242__Other,5242,Other,14.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,334
72982.85327054541,47680.57705804808,counts_cpm,5387__Astrocytes,5387,Astrocytes,11.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,547
115262.00558496613,25574.108461908567,counts_cpm,5387__Excitatory,5387,Excitatory,11.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,2428
90796.11252568127,33860.74649591408,counts_cpm,5387__Inhibitory,5387,Inhibitory,11.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,1271
73939.76150191056,47132.818247922856,counts_cpm,5387__Microglia,5387,Microglia,11.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,341
82333.15367318247,47827.01095063034,counts_cpm,5387__OPC,5387,OPC,11.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,689
63543.98256447476,52259.38316610991,counts_cpm,5387__Oligos,5387,Oligos,11.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,666
101526.6811078683,28955.61903277448,counts_cpm,5387__Other,5387,Other,11.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,260
66910.32664688515,56053.01893796127,counts_cpm,5408__Astrocytes,5408,Astrocytes,5.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,567
109707.14980690682,29797.339303358665,counts_cpm,5408__Excitatory,5408,Excitatory,5.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,1505
89221.42384854727,36149.7294772511,counts_cpm,5408__Inhibitory,5408,Inhibitory,5.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,743
61706.852210551886,58775.245352202255,counts_cpm,5408__Microglia,5408,Microglia,5.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,328
78520.01298498573,52576.262554570334,counts_cpm,5408__OPC,5408,OPC,5.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,492
51837.91259289323,60384.67096898457,counts_cpm,5408__Oligos,5408,Oligos,5.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,1086
103816.67420528902,30073.993198557146,counts_cpm,5408__Other,5408,Other,5.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,1469
46033.82265869142,65290.773772702625,counts_cpm,5538__Astrocytes,5538,Astrocytes,18.994520547945207,Female,VELMESHEV,V2,VELMESHEV-V2,469
99242.65397386687,28718.80683785309,counts_cpm,5538__Excitatory,5538,Excitatory,18.994520547945207,Female,VELMESHEV,V2,VELMESHEV-V2,658
78149.63383460804,35785.33790185147,counts_cpm,5538__Inhibitory,5538,Inhibitory,18.994520547945207,Female,VELMESHEV,V2,VELMESHEV-V2,451
40619.99357039448,74110.01175946502,counts_cpm,5538__Microglia,5538,Microglia,18.994520547945207,Female,VELMESHEV,V2,VELMESHEV-V2,172
68122.37890857032,53916.08115217606,counts_cpm,5538__OPC,5538,OPC,18.994520547945207,Female,VELMESHEV,V2,VELMESHEV-V2,270
37488.47131396511,65222.46100149291,counts_cpm,5538__Oligos,5538,Oligos,18.994520547945207,Female,VELMESHEV,V2,VELMESHEV-V2,980
57561.41367135998,64608.672258705185,counts_cpm,5546__Astrocytes,5546,Astrocytes,33.99452054794521,Female,VELMESHEV,V2,VELMESHEV-V2,388
116899.6135173684,25177.14468751679,counts_cpm,5546__Excitatory,5546,Excitatory,33.99452054794521,Female,VELMESHEV,V2,VELMESHEV-V2,861
87350.45878766802,33650.539012512556,counts_cpm,5546__Inhibitory,5546,Inhibitory,33.99452054794521,Female,VELMESHEV,V2,VELMESHEV-V2,451
75105.74267826787,53435.70508421055,counts_cpm,5546__OPC,5546,OPC,33.99452054794521,Female,VELMESHEV,V2,VELMESHEV-V2,178
64061.037934886604,55868.666973298365,counts_cpm,5577__Astrocytes,5577,Astrocytes,20.994520547945207,Male,VELMESHEV,V2,VELMESHEV-V2,498
110136.13749004752,28523.101915455038,counts_cpm,5577__Excitatory,5577,Excitatory,20.994520547945207,Male,VELMESHEV,V2,VELMESHEV-V2,962
88036.33208728489,36113.19585207364,counts_cpm,5577__Inhibitory,5577,Inhibitory,20.994520547945207,Male,VELMESHEV,V2,VELMESHEV-V2,459
58631.828661408916,59692.54539862947,counts_cpm,5577__Microglia,5577,Microglia,20.994520547945207,Male,VELMESHEV,V2,VELMESHEV-V2,193
80708.57670040739,50510.95412569526,counts_cpm,5577__OPC,5577,OPC,20.994520547945207,Male,VELMESHEV,V2,VELMESHEV-V2,240
48958.54699909266,59271.22492681608,counts_cpm,5577__Oligos,5577,Oligos,20.994520547945207,Male,VELMESHEV,V2,VELMESHEV-V2,1059
115524.55226289207,26823.565722717118,counts_cpm,5608__Excitatory,5608,Excitatory,3.526027397260274,Male,VELMESHEV,V2,VELMESHEV-V2,781
93927.0028367656,33491.15160473067,counts_cpm,5608__Inhibitory,5608,Inhibitory,3.526027397260274,Male,VELMESHEV,V2,VELMESHEV-V2,304
90007.78490990239,41622.60738221044,counts_cpm,56__Excitatory,56,Excitatory,-0.3698630136986301,Female,VELMESHEV,V3,VELMESHEV-V3,784
56454.169327363124,50213.0142136066,counts_cpm,56__Glia,56,Glia,-0.3698630136986301,Female,VELMESHEV,V3,VELMESHEV-V3,1609
70940.48777362755,40059.867898452154,counts_cpm,56__Inhibitory,56,Inhibitory,-0.3698630136986301,Female,VELMESHEV,V3,VELMESHEV-V3,650
64456.156825198705,43554.54519306404,counts_cpm,56__Other,56,Other,-0.3698630136986301,Female,VELMESHEV,V3,VELMESHEV-V3,110
109869.19402269748,28934.68836630103,counts_cpm,5787__Excitatory,5787,Excitatory,38.99452054794521,Male,VELMESHEV,V2,VELMESHEV-V2,771
89753.33501268782,36267.86355549533,counts_cpm,5787__Inhibitory,5787,Inhibitory,38.99452054794521,Male,VELMESHEV,V2,VELMESHEV-V2,341
78739.32669774076,50086.412144526315,counts_cpm,5787__OPC,5787,OPC,38.99452054794521,Male,VELMESHEV,V2,VELMESHEV-V2,129
54128.60983254723,58959.03505820158,counts_cpm,5787__Oligos,5787,Oligos,38.99452054794521,Male,VELMESHEV,V2,VELMESHEV-V2,136
56577.79900773647,55344.1073986533,counts_cpm,5879__Astrocytes,5879,Astrocytes,14.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,241
102270.80621282247,29612.563930055934,counts_cpm,5879__Excitatory,5879,Excitatory,14.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,523
79855.55640029797,36942.24709878269,counts_cpm,5879__Inhibitory,5879,Inhibitory,14.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,283
48232.21215158782,62603.32811037977,counts_cpm,5879__Microglia,5879,Microglia,14.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,258
69778.99148082748,53108.30815695904,counts_cpm,5879__OPC,5879,OPC,14.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,198
41220.291425484924,64181.18725946381,counts_cpm,5879__Oligos,5879,Oligos,14.994520547945205,Male,VELMESHEV,V2,VELMESHEV-V2,324
55652.141862873126,58590.603588493395,counts_cpm,5893__Astrocytes,5893,Astrocytes,18.994520547945207,Male,VELMESHEV,V2,VELMESHEV-V2,211
101051.62444283231,29594.553774085907,counts_cpm,5893__Excitatory,5893,Excitatory,18.994520547945207,Male,VELMESHEV,V2,VELMESHEV-V2,835
78248.46826627004,36939.73464656365,counts_cpm,5893__Inhibitory,5893,Inhibitory,18.994520547945207,Male,VELMESHEV,V2,VELMESHEV-V2,345
47080.49337843778,65235.21927545156,counts_cpm,5893__Microglia,5893,Microglia,18.994520547945207,Male,VELMESHEV,V2,VELMESHEV-V2,185
70355.85118465275,52835.6447355507,counts_cpm,5893__OPC,5893,OPC,18.994520547945207,Male,VELMESHEV,V2,VELMESHEV-V2,223
38294.55785416516,64917.73094091381,counts_cpm,5893__Oligos,5893,Oligos,18.994520547945207,Male,VELMESHEV,V2,VELMESHEV-V2,1445
68044.11390731322,54806.92443412553,counts_cpm,5900__Astrocytes,5900,Astrocytes,-0.12054794520547946,Female,VELMESHEV,V2,VELMESHEV-V2,189
91915.1600209536,33552.3984634843,counts_cpm,5900__Excitatory,5900,Excitatory,-0.12054794520547946,Female,VELMESHEV,V2,VELMESHEV-V2,942
85556.30230309193,34682.64421232736,counts_cpm,5900__Inhibitory,5900,Inhibitory,-0.12054794520547946,Female,VELMESHEV,V2,VELMESHEV-V2,380
59937.87886941071,56280.91760603287,counts_cpm,5936__Astrocytes,5936,Astrocytes,13.994520547945205,Female,VELMESHEV,V2,VELMESHEV-V2,453
111238.43413160589,27775.35218329057,counts_cpm,5936__Excitatory,5936,Excitatory,13.994520547945205,Female,VELMESHEV,V2,VELMESHEV-V2,441
85477.73386475965,36049.09449749954,counts_cpm,5936__Inhibitory,5936,Inhibitory,13.994520547945205,Female,VELMESHEV,V2,VELMESHEV-V2,313
51461.6616021227,64680.03029422303,counts_cpm,5936__Microglia,5936,Microglia,13.994520547945205,Female,VELMESHEV,V2,VELMESHEV-V2,213
75191.94400117763,52941.717968196055,counts_cpm,5936__OPC,5936,OPC,13.994520547945205,Female,VELMESHEV,V2,VELMESHEV-V2,267
44031.65986721731,62711.830026232754,counts_cpm,5936__Oligos,5936,Oligos,13.994520547945205,Female,VELMESHEV,V2,VELMESHEV-V2,277
58647.443594766526,60693.348067306055,counts_cpm,5958__Astrocytes,5958,Astrocytes,21.994520547945207,Male,VELMESHEV,V2,VELMESHEV-V2,115
113059.96534353304,27629.693465154385,counts_cpm,5958__Excitatory,5958,Excitatory,21.994520547945207,Male,VELMESHEV,V2,VELMESHEV-V2,867
88555.28081437,36302.92623473139,counts_cpm,5958__Inhibitory,5958,Inhibitory,21.994520547945207,Male,VELMESHEV,V2,VELMESHEV-V2,459
57614.85826910148,66420.95568905819,counts_cpm,5958__Microglia,5958,Microglia,21.994520547945207,Male,VELMESHEV,V2,VELMESHEV-V2,105
76779.68563626606,53647.01468302088,counts_cpm,5958__OPC,5958,OPC,21.994520547945207,Male,VELMESHEV,V2,VELMESHEV-V2,179
46067.457749977795,63291.892213612584,counts_cpm,5958__Oligos,5958,Oligos,21.994520547945207,Male,VELMESHEV,V2,VELMESHEV-V2,285
71248.6846502348,53206.80500823086,counts_cpm,5976__Astrocytes,5976,Astrocytes,3.9945205479452053,Female,VELMESHEV,V2,VELMESHEV-V2,123
116641.89988135999,26299.225328627705,counts_cpm,5976__Excitatory,5976,Excitatory,3.9945205479452053,Female,VELMESHEV,V2,VELMESHEV-V2,628
94517.94572180779,33348.98455908786,counts_cpm,5976__Inhibitory,5976,Inhibitory,3.9945205479452053,Female,VELMESHEV,V2,VELMESHEV-V2,285
82603.46025145857,50654.77667682125,counts_cpm,5976__OPC,5976,OPC,3.9945205479452053,Female,VELMESHEV,V2,VELMESHEV-V2,157
67956.663506759,56640.40394424287,counts_cpm,5981__Astrocytes,5981,Astrocytes,43.99452054794521,Female,VELMESHEV,V2,VELMESHEV-V2,253
121532.19260500606,24713.430659056077,counts_cpm,5981__Excitatory,5981,Excitatory,43.99452054794521,Female,VELMESHEV,V2,VELMESHEV-V2,779
92591.89193935157,33328.5803279258,counts_cpm,5981__Inhibitory,5981,Inhibitory,43.99452054794521,Female,VELMESHEV,V2,VELMESHEV-V2,432
82968.2273635583,52071.6670982203,counts_cpm,5981__OPC,5981,OPC,43.99452054794521,Female,VELMESHEV,V2,VELMESHEV-V2,163
45669.15393046472,66635.31419042371,counts_cpm,5981__Oligos,5981,Oligos,43.99452054794521,Female,VELMESHEV,V2,VELMESHEV-V2,236
61601.70835654779,66149.58021212663,counts_cpm,60__Astrocytes,60,Astrocytes,-0.1589041095890411,Female,VELMESHEV,V3,VELMESHEV-V3,413
104931.7558907795,35580.59949165605,counts_cpm,60__Excitatory,60,Excitatory,-0.1589041095890411,Female,VELMESHEV,V3,VELMESHEV-V3,9837
64476.51451053632,54322.47415208326,counts_cpm,60__Glia,60,Glia,-0.1589041095890411,Female,VELMESHEV,V3,VELMESHEV-V3,164
92881.13068800668,36128.67412028703,counts_cpm,60__Inhibitory,60,Inhibitory,-0.1589041095890411,Female,VELMESHEV,V3,VELMESHEV-V3,3869
55334.59450640976,71201.48968908424,counts_cpm,60__Microglia,60,Microglia,-0.1589041095890411,Female,VELMESHEV,V3,VELMESHEV-V3,248
78674.26323516954,53399.39767339361,counts_cpm,60__OPC,60,OPC,-0.1589041095890411,Female,VELMESHEV,V3,VELMESHEV-V3,659
64173.869904990155,53823.727431870655,counts_cpm,60__Oligos,60,Oligos,-0.1589041095890411,Female,VELMESHEV,V3,VELMESHEV-V3,126
64564.934388500325,54831.58163163196,counts_cpm,60__Other,60,Other,-0.1589041095890411,Female,VELMESHEV,V3,VELMESHEV-V3,399
95236.62812595659,39073.12831823202,counts_cpm,62__Excitatory,62,Excitatory,-0.31232876712328766,Male,VELMESHEV,V3,VELMESHEV-V3,11083
74908.07175050939,46087.23920436986,counts_cpm,62__Glia,62,Glia,-0.31232876712328766,Male,VELMESHEV,V3,VELMESHEV-V3,797
83102.43722954366,37287.93244906441,counts_cpm,62__Inhibitory,62,Inhibitory,-0.31232876712328766,Male,VELMESHEV,V3,VELMESHEV-V3,4350
76137.64612869502,51258.56495556128,counts_cpm,62__OPC,62,OPC,-0.31232876712328766,Male,VELMESHEV,V3,VELMESHEV-V3,219
67120.2632611655,50337.58849066028,counts_cpm,62__Other,62,Other,-0.31232876712328766,Male,VELMESHEV,V3,VELMESHEV-V3,286
68501.57047903775,58945.953264098374,counts_cpm,63__Astrocytes,63,Astrocytes,-0.31232876712328766,Male,VELMESHEV,V3,VELMESHEV-V3,121
98141.43875523205,37854.357767775764,counts_cpm,63__Excitatory,63,Excitatory,-0.31232876712328766,Male,VELMESHEV,V3,VELMESHEV-V3,4245
66678.69679276683,50568.05236305892,counts_cpm,63__Glia,63,Glia,-0.31232876712328766,Male,VELMESHEV,V3,VELMESHEV-V3,842
78534.79095697972,38661.93150027948,counts_cpm,63__Inhibitory,63,Inhibitory,-0.31232876712328766,Male,VELMESHEV,V3,VELMESHEV-V3,5212
75351.33376945349,51299.29677101177,counts_cpm,63__OPC,63,OPC,-0.31232876712328766,Male,VELMESHEV,V3,VELMESHEV-V3,119
