,SLC17A7|EN,SATB2|EN,RBFOX3|EN,GAD1|IN,GAD2|IN,AQP4|Astro,GFAP|Astro,PLP1|Oligo,MOBP|Oligo,PDGFRA|OPC,CSF1R|Micro,DCX|Immature,subtype,age_years,cohort,n_cells,agebin,EN_marker_mean,contam_marker_mean,EN_minus_contam
Donor_556__EN_L2_3_IT,4.043797368388258,6.081685309667618,6.0955045248752,1.660911440455239,1.660911440455239,1.7704106395318675,2.0413162864314347,4.4576225264309315,3.257153069524815,0.0,0.0,3.9661027175671992,EN_L2_3_IT,43.0,PsychAD-V3,61,20+,5.406995734310359,1.8560406753536909,3.5509550589566685
Donor_556__EN_L3_5_IT_2,4.267643638298398,5.960858853355636,6.032222322552215,1.8801073083627577,0.0,2.3279617229410605,1.8801073083627577,4.113666489788008,3.257863305290516,0.0,0.6552902430113037,3.4804350318112975,EN_L3_5_IT_2,43.0,PsychAD-V3,37,20+,5.420241604735416,1.7643745472195507,3.6558670575158656
Donor_556__EN_L3_5_IT_3,4.179681039006621,5.888044202608241,6.293559985264032,1.134517374389306,1.2911840396144694,1.5458432983204924,1.7486367118562736,4.086705598743314,3.071271268796117,0.0,0.0,3.164587650782612,EN_L3_5_IT_3,43.0,PsychAD-V3,60,20+,5.453761742292965,1.6097697864649967,3.8439919558279683
Donor_556__EN_L6B,4.2531021764752746,6.497064604201746,6.186748818925658,2.1093310487329346,1.1214658554574335,1.8202457430125305,1.1214658554574335,4.111056696592966,2.9767610106792235,0.710336133157295,1.4119682473250592,4.403110978291571,EN_L6B,43.0,PsychAD-V3,26,20+,5.645638533200892,1.9228288238018596,3.7228097093990327
Donor_556__EN_L6_CT,4.384842406363227,5.6450781563081724,6.396592902092715,1.5443468459975813,0.0,1.5443468459975813,2.756182538625051,4.337822214170176,3.2881919630733005,1.044668231363584,1.8760034911638686,4.153296903557388,EN_L6_CT,43.0,PsychAD-V3,26,20+,5.475504488254704,2.048945266298893,3.426559221955811
Donor_556__EN_L6_IT_1,4.377075603465164,6.2590732161015845,6.223264807928553,1.3239046071128568,1.0433500853415365,1.8011246988585565,1.6364886809812105,3.942834483653894,3.0766437906934874,0.0,0.6519894595846606,4.382833485984648,EN_L6_IT_1,43.0,PsychAD-V3,60,20+,5.619804542498433,1.6845419757782756,3.9352625667201577
Donor_567__EN_L2_3_IT,4.31034525298091,6.205058246801343,6.455259965672206,2.217918161954576,1.753787553325783,2.266240732643456,1.186163712410489,3.967618342898715,2.419054225064211,0.2049384536327459,0.9524863444275731,3.4917365760038495,EN_L2_3_IT,17.0,PsychAD-V3,130,10-20,5.656887821818152,1.8710259407946936,3.7858618810234588
Donor_567__EN_L3_5_IT_2,4.70620688302998,6.226305297234914,6.026548708996593,1.799864764534967,0.8930313919619732,2.4697016480344285,0.8930313919619732,4.108653226155725,2.7817025757769023,0.0,0.5430573603401658,2.94609726376089,EN_L3_5_IT_2,17.0,PsychAD-V3,39,10-20,5.653020296420496,1.6861302948457668,3.966890001574729
Donor_567__EN_L3_5_IT_3,4.831249275370213,5.8469681540014316,6.90113515334038,1.4779955711905537,0.9903121144057752,1.4779955711905537,0.9903121144057752,3.9134252761538613,2.9761834514601757,0.0,0.0,3.097879581663612,EN_L3_5_IT_3,17.0,PsychAD-V3,37,10-20,5.859784194237342,1.4782780123508368,4.381506181886506
Donor_577__EN_L6_CT,4.298689656468347,5.567710804973328,6.3615395282491205,1.3053582789187712,1.3053582789187712,2.986846605763879,1.3053582789187712,4.096978293187581,3.5823275949716966,0.0,0.0,3.952996037793529,EN_L6_CT,17.0,PsychAD-V3,20,10-20,5.409313329896932,1.8227784163349336,3.5865349135619984
Donor_594__EN_L2_3_IT,4.321618807830605,6.305180371554497,5.652938776230228,3.800242485085115,3.8935173816562956,3.3042170284798855,3.1292142157273775,5.286771535734384,4.530395484109433,2.2764880107493277,2.2764880107493277,4.431445741950939,EN_L2_3_IT,0.25,PsychAD-V3,25,<5,5.426579318538444,3.5621667690363936,1.8644125495020503
Donor_602__EN_L3_5_IT_2,4.543972313354247,6.077360431180216,5.985466490305934,1.2835035640262955,0.0,2.074182029071898,1.676866903147776,4.219082330448145,2.702439068808328,0.6258070288709726,1.2835035640262955,3.232901808992497,EN_L3_5_IT_2,32.0,PsychAD-V3,58,20+,5.5355997449468,1.7331730610499638,3.8024266838968357
Donor_602__EN_L3_5_IT_3,4.31716359483642,5.781556526566171,6.490997769820858,1.9573009762150826,0.9242779140053646,2.2090348053246696,2.151790058633232,3.9448437386832,3.008349353267986,0.0,1.2622643121521702,2.6513915614052923,EN_L3_5_IT_3,32.0,PsychAD-V3,68,20+,5.52990596374115,1.9322326447852134,3.5976733189559367
Donor_602__EN_L6_CT,4.234754270890258,5.521237141903106,6.441758369507488,1.7882334677487082,1.4630827400334963,2.136332362478961,1.7882334677487082,4.326556453976166,3.0000086886745483,0.0,0.0,3.374636421472648,EN_L6_CT,32.0,PsychAD-V3,63,20+,5.399249927433618,1.8128058975825734,3.5864440298510445
Donor_602__EN_L6_IT_1,4.342132197431033,6.333523173473487,6.435331569899797,1.4926105847426325,1.3542647772906982,2.3220462412803924,1.6141222059940903,3.6470374702904014,2.4782901876664987,0.0,1.1936586085684397,4.42117373014504,EN_L6_IT_1,32.0,PsychAD-V3,44,20+,5.703662313601439,1.7627537594791443,3.940908554122294
Donor_605__EN_L2_3_IT,4.103469600514188,5.929432688536526,6.1926302798610635,1.8089912115674618,1.597395877054058,2.2799089863131536,1.1471399477640856,3.6719093321608542,2.7000232061355027,0.5402238728361967,0.9251834855079641,3.922379845476923,EN_L2_3_IT,60.0,PsychAD-V3,285,20+,5.408510856303926,1.8338469899174097,3.5746638663865165
Donor_605__EN_L3_5_IT_1,4.338335620710901,6.171227445688488,5.606824061751343,2.673902006766436,2.208038613576628,0.8542631515747676,1.3081395102876014,3.876136404054681,3.282534177494136,0.8542631515747676,1.3081395102876014,3.2305499531037087,EN_L3_5_IT_1,60.0,PsychAD-V3,22,20+,5.372129042716911,2.0456770657020775,3.3264519770148335
Donor_605__EN_L3_5_IT_2,4.250230987163862,5.98863734760631,5.960779576126887,2.150193288821611,1.2609690080673426,2.408327685417541,1.2609690080673426,3.547254177022506,3.202848071071813,0.0,0.6113656142223398,3.269127512836504,EN_L3_5_IT_2,60.0,PsychAD-V3,41,20+,5.399882636965685,1.805240856586312,3.5946417803793733
Donor_605__EN_L3_5_IT_3,4.15903931943919,5.823051429138437,6.3628194037185954,1.4474198049377105,0.965486342713846,2.0154705998634608,1.2352088700320776,3.4751211569775795,2.9166995379085865,0.0,0.5950007234777978,2.8717076204141785,EN_L3_5_IT_3,60.0,PsychAD-V3,58,20+,5.4483033840987405,1.5813008794888823,3.867002504609858
Donor_605__EN_L6_CT,4.354973589418074,5.41387168550206,6.0671347220842256,1.5146006583956422,0.0,2.4546891784836617,0.7804870019480911,3.596655803091259,3.1556447453605236,0.0,0.7804870019480911,3.92526427223436,EN_L6_CT,60.0,PsychAD-V3,23,20+,5.278659999001452,1.5353205486534085,3.743339450348044
Donor_605__EN_L6_IT_1,4.269768364471856,6.0346998088466774,6.1835528722257385,1.7269157134423838,1.4968205713368397,2.326942686957468,0.7681715462902927,3.454082387840178,3.229706457838567,0.0,1.0056674320497734,3.9705171205972394,EN_L6_IT_1,60.0,PsychAD-V3,35,20+,5.496007015181424,1.7510383494694377,3.744968665711986
Donor_631__EN_L2_3_IT,4.402274370650561,6.2074869449473455,6.18253152198668,1.7251782068033592,1.7251782068033592,2.363512575525684,0.9573186816600238,3.9541224586588584,2.641783068047105,0.4711053027444545,0.5890922188897348,3.787058125813132,EN_L2_3_IT,16.0,PsychAD-V3,155,10-20,5.597430945861529,1.8034113398915723,3.7940196059699565
Donor_631__EN_L3_5_IT_1,4.7232984708470855,6.449476678803975,5.473965811546299,1.114021078832525,1.403612662278361,1.965678190197651,1.403612662278361,4.326782505032453,2.660455203072123,1.403612662278361,1.6279001724447477,3.06646299885173,EN_L3_5_IT_1,16.0,PsychAD-V3,29,10-20,5.548913653732453,1.988209392051823,3.56070426168063
Donor_631__EN_L3_5_IT_2,4.89408927205582,6.23708184905671,5.654683715437559,2.040159623113292,1.4165464225310385,2.4213291399424817,1.4165464225310385,4.09247890101518,3.069058622156466,1.1726716854037718,1.024064674872961,2.810262933101485,EN_L3_5_IT_2,16.0,PsychAD-V3,75,10-20,5.595284945516696,2.0816069364457785,3.513678009070918
Donor_631__EN_L3_5_IT_3,4.799966855058656,6.117344617660009,6.683963288667563,1.3957436312552076,1.3957436312552076,1.8824564599568152,1.5138749309298805,3.9142993908647896,2.3139135495659158,0.6994566045100934,0.40967581083923965,2.537307392470733,EN_L3_5_IT_3,16.0,PsychAD-V3,58,10-20,5.867091587128743,1.6906455011471435,4.1764460859816
Donor_631__EN_L6_CT,4.154007266740866,5.581360063045278,6.388280739134818,2.194839818469798,0.7607098792843823,1.9019542888259087,0.7607098792843823,3.9347813740379465,2.7611062253500256,1.1877182178429329,1.4860003271384876,3.344805929771105,EN_L6_CT,16.0,PsychAD-V3,24,10-20,5.374549356306987,1.8734775012792333,3.501071855027753
Donor_632__EN_L2_3_IT,4.194437647870642,6.118313944911047,6.025276220620659,1.8700738309712828,1.2441398832996375,2.7078086658149263,1.3909899445446414,3.688136821550442,2.411819209686566,0.0,1.0719504698608637,3.3479329272524647,EN_L2_3_IT,71.0,PsychAD-V3,111,20+,5.446009271134116,1.798114853216045,3.6478944179180712
Donor_650__EN_L2_3_IT,4.020195998634268,6.00747366366322,5.751356467628494,2.176568645161109,1.5908668795879604,2.281668242502361,2.281668242502361,3.966151712073291,2.9224090283001005,0.6815807631116687,1.368894176745844,4.267513684675867,EN_L2_3_IT,73.0,PsychAD-V3,43,20+,5.259675376641994,2.158725961248087,3.100949415393907
Donor_650__EN_L3_5_IT_2,4.062093374923214,5.987643779359284,5.959702035197954,2.921436357474581,0.0,1.6849135227257124,2.026565013333399,3.852609220387404,3.133750223896503,0.0,0.0,2.7955692724158823,EN_L3_5_IT_2,73.0,PsychAD-V3,22,20+,5.336479729826817,1.7024092922272,3.6340704375996173
Donor_65__EN_L2_3_IT,4.396645595969921,6.179374997240456,5.997725089174554,1.9170696615947975,1.553759077044218,2.3141042082882137,1.1222590594962198,3.6343648129364974,2.6128521593898824,0.48337367261382025,0.7109344739463895,4.325248402278387,EN_L2_3_IT,61.0,PsychAD-V3,101,20+,5.5245818941283105,1.793589640663755,3.7309922534645557
Donor_65__EN_L3_5_IT_2,4.849682608070439,6.09482683807991,5.688477005300196,2.6661016859792968,1.5192965358941322,1.5192965358941322,1.024070107109002,4.046762030493583,3.109688421753691,0.0,0.6377679091203864,3.5001702205492378,EN_L3_5_IT_2,61.0,PsychAD-V3,32,20+,5.544328817150181,1.815372903280528,3.7289559138696537
Donor_65__EN_L3_5_IT_3,4.818336712047181,5.839696612261152,6.178336787255049,1.4544968201650055,1.2880921948398267,1.4544968201650055,0.0,3.2303785442986,2.8571389889210925,0.5046861930371928,1.0883588632819376,3.3053699898451976,EN_L3_5_IT_3,61.0,PsychAD-V3,28,20+,5.612123370521128,1.4847060530885825,4.1274173174325455
Donor_663__EN_L2_3_IT,4.450039394093341,6.181433118083459,5.699323393804837,1.7350584008291796,1.5045093396238938,2.0042101840386,2.627596326061831,3.827371389376459,2.7085685101349113,1.011954333339076,0.773488945460279,3.499568170730707,EN_L2_3_IT,38.0,PsychAD-V3,53,20+,5.443598635327213,2.0240946786080287,3.419503956719184
Donor_666__EN_L2_3_IT,3.9523471468870617,6.150073322512478,5.509201982279106,1.57754073459525,1.1619055447303517,2.528053345462176,1.3204275020738834,3.8869796929399776,1.9514730030125986,0.7409887120209407,1.4572248586687226,3.225104146545049,EN_L2_3_IT,24.0,PsychAD-V3,40,20+,5.203874150559549,1.8280741741879876,3.375799976371561
Donor_693__EN_L2_3_IT,4.030676803233619,6.2408017167032375,6.364986184688836,1.2566385875618062,1.3903633674131994,2.356281842880507,1.2566385875618062,3.6025857833602712,2.084187108904855,0.4072755997072138,0.4072755997072138,4.030676803233619,EN_L2_3_IT,63.0,PsychAD-V3,94,20+,5.54548823487523,1.5951558096371092,3.9503324252381207
Donor_696__EN_L2_3_IT,4.261626912105986,6.225171284521863,5.824875649651212,1.1374957153029261,1.3416274299589812,2.1712769900237148,0.5343366299512622,3.8924218406767257,2.8057182566536945,0.0,0.8807182245186536,3.848242311401247,EN_L2_3_IT,31.0,PsychAD-V3,33,20+,5.437224615426353,1.5954493858857448,3.841775229540608
Donor_696__EN_L3_5_IT_2,4.649807453950583,6.194729786324439,5.588407591509725,1.7269419416311624,1.3281509435274896,2.326971474814494,0.0,3.637255748848598,2.97009252812959,0.0,0.6547629214701314,3.1031408676365153,EN_L3_5_IT_2,31.0,PsychAD-V3,28,20+,5.477648277261582,1.5805219448026835,3.8971263324588987
Donor_6__EN_L2_3_IT,4.120329690622387,6.126122840398296,6.154218628084797,1.7478142768120501,1.1794141729088126,2.2298603319547525,1.1422837554429792,3.378736333685542,1.8271655903970032,0.5372566852679366,0.5372566852679366,3.683016406877889,EN_L2_3_IT,18.0,PsychAD-V3,163,10-20,5.466890386368493,1.5724734789671264,3.8944169074013666
Donor_6__EN_L3_5_IT_2,4.329248404682404,6.1909660702984715,6.170459917030966,2.4390534744745995,1.1639522224483652,1.872788439750118,0.7425480030850143,3.511182442752127,2.225663098177641,0.0,0.43866864346140716,3.3889004881111435,EN_L3_5_IT_2,18.0,PsychAD-V3,44,10-20,5.563558130670614,1.5492320405186588,4.014326090151956
Donor_6__EN_L3_5_IT_3,4.428884910982949,5.98016378863967,6.483521621820143,1.908243746932514,1.7067412969061648,1.7067412969061648,1.2414220546941308,3.3774546357198685,1.629414064480292,0.0,0.8021206438119441,3.049004604444893,EN_L3_5_IT_3,18.0,PsychAD-V3,53,10-20,5.630856773814254,1.546517217431385,4.084339556382869
Donor_715__EN_L3_5_IT_2,4.561023774472119,6.024755028756096,5.792636138081852,2.049363206655575,0.0,0.0,1.1799829483984965,4.512756041493515,3.3340536755876835,0.0,1.7063173007758061,3.4113504392889396,EN_L3_5_IT_2,30.0,PsychAD-V3,23,20+,5.459471647103356,1.5978091466138846,3.861662500489472
Donor_715__EN_L3_5_IT_3,4.200319299328033,5.937058141522037,6.365468872179227,1.160100614157739,2.0242938198555893,1.160100614157739,2.4808376512606136,4.001154664613449,2.858015381669233,0.0,0.7396142304622609,2.9189610481176205,EN_L3_5_IT_3,30.0,PsychAD-V3,32,20+,5.500948771009766,1.803014622022078,3.6979341489876885
Donor_715__EN_L6B,4.300701716236548,6.16354863478207,6.2138759697261605,1.626720603651075,1.239040299912448,1.9053902379422945,1.9053902379422945,3.991446541140202,2.216409258863408,0.0,0.0,4.536569214290843,EN_L6B,30.0,PsychAD-V3,39,20+,5.55937544024826,1.6105496474314651,3.948825792816795
Donor_715__EN_L6_IT_1,4.490586177657929,6.298227291663305,6.414418330947826,1.4796244541649282,0.9916386649108339,2.051889505872639,1.6561536021315022,3.915492887497717,2.4867144126467404,0.6140087628165425,0.0,3.8811131259909337,EN_L6_IT_1,30.0,PsychAD-V3,34,20+,5.734410600089686,1.649440286255113,4.084970313834573
Donor_717__EN_L2_3_IT,4.092962541439601,6.34340631020149,5.640043237950607,1.7517501394160644,1.4147286372874635,2.1416576425819343,1.842841283255844,3.196912392497884,2.300542468685688,0.5498702431247694,0.6013918308863856,4.1334227326542194,EN_L2_3_IT,27.0,PsychAD-V3,247,20+,5.3588040298639,1.724961829717004,3.633842200146896
Donor_717__EN_L3_5_IT_1,4.661409745607658,6.392191370119263,4.941068326908315,1.6032453475556654,1.9947836507415175,1.880500541849681,1.2183133973057427,3.6033813577836686,2.5578006774278337,1.2183133973057427,0.0,3.624768100355819,EN_L3_5_IT_1,27.0,PsychAD-V3,37,20+,5.331556480878412,1.7595422962462313,3.5720141846321805
Donor_717__EN_L3_5_IT_2,4.553810789051274,6.2934055587128706,5.4574684865937755,1.9733069166642896,1.1488565856163715,2.010058176633465,1.7660678585626572,3.310311313745723,2.6338655255840795,0.2384836727205005,0.4309027845669076,3.329783658262529,EN_L3_5_IT_2,27.0,PsychAD-V3,114,20+,5.434894944785974,1.6889816042617491,3.7459133405242246
Donor_717__EN_L3_5_IT_3,4.445980548905395,5.973565069599132,5.9575475313574255,1.3449063171184015,1.094095064538738,1.659511153603427,1.4162437869546523,3.246066573836253,2.1911970659081823,0.0,0.6159140739982406,2.7926526952450743,EN_L3_5_IT_3,27.0,PsychAD-V3,90,20+,5.4590310499539845,1.445991754494737,4.013039295459247
Donor_717__EN_L5_6_NP,4.031580390853762,6.195844880094077,4.947212169682759,2.140662528380453,1.05649349996991,1.5586782244252486,1.8914242388772045,3.196767043641997,3.464435566478759,0.0,0.0,4.71581483988419,EN_L5_6_NP,27.0,PsychAD-V3,29,20+,5.058212480210199,1.6635576377216967,3.394654842488502
Donor_717__EN_L6_CT,4.548321785692289,5.897903305450184,5.736896836443092,2.1324383437456214,1.997852988659866,1.997852988659866,1.1392431961346705,3.1487207306222906,3.0531436275300736,0.0,0.7237740796603521,3.9303238857679346,EN_L6_CT,27.0,PsychAD-V3,22,20+,5.394373975861856,1.7741282443765924,3.6202457314852636
Donor_717__EN_L6_IT_1,4.368857999108226,6.226357359226427,5.839379017735008,1.3508422437345762,0.5395115876822004,2.2598891954008056,1.1459750357716452,3.1732676587954125,2.9380620422030588,0.5395115876822004,0.5395115876822004,3.845259347424566,EN_L6_IT_1,27.0,PsychAD-V3,27,20+,5.4781981253565535,1.5608213673690126,3.917376757987541
Donor_72__EN_L2_3_IT,4.2151106961947615,6.047824056655698,6.002013343052152,0.7593843096932293,1.2955232678171984,1.8414720404716662,1.4840742906853237,3.788826235762942,2.54542050474821,0.7593843096932293,0.5641616720171884,4.010874155227699,EN_L2_3_IT,59.0,PsychAD-V3,80,20+,5.42164936530087,1.6297808288611235,3.7918685364397464
Donor_734__EN_L3_5_IT_3,4.570227824440336,5.880442252582165,6.3184657700574975,1.5576582862776163,0.0,1.5576582862776163,1.8903273262182811,2.982568633196045,1.8903273262182811,0.6611004359937563,0.0,4.125519701390681,EN_L3_5_IT_3,2.0,PsychAD-V3,32,<5,5.589711949026666,1.3174550367726996,4.272256912253966
Donor_737__EN_L2_3_IT,4.166999649977264,6.0478119682182205,6.032528549458941,1.9736957769666468,1.711498943431789,2.3634764464107545,1.43729116832495,3.9600341024554444,2.619324466114121,0.6340965630876281,0.4403970325174317,4.086676231418762,EN_L2_3_IT,30.0,PsychAD-V3,276,20+,5.415780055884809,1.8924768124135956,3.5233032434712133
Donor_737__EN_L3_5_IT_1,4.607331980557651,6.134284308123682,5.48808980763963,1.468881555407736,1.468881555407736,1.468881555407736,1.1723528165497423,4.38390203005079,2.993301808874355,0.0,0.0,3.4724058745227455,EN_L3_5_IT_1,30.0,PsychAD-V3,29,20+,5.409902032106988,1.619525165212262,3.790376866894726
Donor_737__EN_L3_5_IT_2,4.538842732746864,6.25416303036105,5.9510301256272315,2.09454268879475,1.6626062078645745,1.3477329309030657,1.3477329309030657,4.1196007671598,2.895477717761659,1.6626062078645745,1.1431132002616078,3.5192748757937538,EN_L3_5_IT_2,30.0,PsychAD-V3,51,20+,5.581345296245048,2.0341765814391373,3.5471687148059106
Donor_737__EN_L3_5_IT_3,4.485955793390462,6.063534384576126,6.282281560491156,1.3800183366102683,0.6889675437654714,1.602742082484058,0.9112730673008047,3.999109302691563,2.2438000641896623,0.6889675437654714,0.0,2.9098485151405447,EN_L3_5_IT_3,30.0,PsychAD-V3,56,20+,5.610590579485915,1.4393597426009124,4.1712308368850035
Donor_737__EN_L6_IT_1,4.56227773807052,6.009204066221625,6.346930397738934,1.5513221582525574,1.7311473655383978,1.5513221582525574,1.5513221582525574,3.953518526555639,2.8752392960201982,0.0,0.0,4.309787154861101,EN_L6_IT_1,30.0,PsychAD-V3,26,20+,5.639470734010359,1.6517339578589882,3.987736776151371
Donor_746__EN_L2_3_IT,4.120792111926545,6.102215824932388,6.166377131171526,2.216329915723752,1.3686798555273352,2.567183271567252,2.0322729171121927,3.654013875636045,2.4545422267818684,0.14342382864164005,0.6550887255214113,4.209370055444399,EN_L2_3_IT,51.0,PsychAD-V3,137,20+,5.463128356010153,1.8864418270639371,3.576686528946216
Donor_746__EN_L3_5_IT_2,4.324229609756476,6.109867705283466,6.081334723290353,1.940263612694228,1.8270481711368103,2.041954972057535,2.6149288842798235,3.854278178554076,3.0500772901117084,0.9123415066936575,1.381355387888843,3.427609754866223,EN_L3_5_IT_2,51.0,PsychAD-V3,36,20+,5.505144012776765,2.2027810004270854,3.3023630123496797
Donor_746__EN_L3_5_IT_3,4.427945913252789,5.99438769150148,6.307228663514778,1.5112525961989516,1.3932141879686109,1.7122946262993626,1.9538146252600435,3.7931969592059356,2.53421033054732,0.0,0.4085464998167001,2.8990778247580526,EN_L3_5_IT_3,51.0,PsychAD-V3,44,20+,5.576520756089682,1.6633162281621152,3.913204527927567
Donor_746__EN_L6_IT_1,4.572722021890608,6.19869519931809,6.475462305940147,1.3906726595716903,1.5627528231033863,2.7300315021797057,1.5627528231033863,2.988692423360094,1.9509123567889664,0.5621200195592646,0.0,4.026606554776301,EN_L6_IT_1,51.0,PsychAD-V3,20,20+,5.748959842382948,1.5934918259583117,4.155468016424637
Donor_752__EN_L2_3_IT,4.115157409972705,6.152798851444766,6.202639874236387,1.5066880333778978,1.5373474787238703,2.0467356587657486,1.2608642112597521,3.842735556970282,2.0097758070164544,0.3516504521665156,0.7531900934915076,3.693649993336359,EN_L2_3_IT,20.0,PsychAD-V3,248,10-20,5.490198711884619,1.6636234114715036,3.8265753004131158
Donor_776__EN_L2_3_IT,4.291892893060159,6.167288230803877,5.795293670937317,2.3825473124289696,1.287023518485729,2.0222061906895816,1.8316177066840713,3.576308663942358,2.599309989776114,0.0,0.0,3.5577983778684183,EN_L2_3_IT,38.0,PsychAD-V3,74,20+,5.418158264933784,1.712376672750853,3.705781592182931
Donor_781__EN_L2_3_IT,4.025457288847651,5.944058242847387,5.840394290489689,2.439258767207384,1.8079787369774654,2.366458559358859,1.6664124912407496,4.025457288847651,3.147194502163203,0.7291348475927363,1.85103896956185,3.4182304381502324,EN_L2_3_IT,15.0,PsychAD-V3,167,10-20,5.2699699407282425,2.254116770368737,3.0158531703595055
Donor_7__EN_L2_3_IT,3.995842736921025,6.201676407717616,6.345182860449389,1.9622755989325011,1.5290312106367239,2.5825626640910824,1.9224255868122717,4.565058750091613,2.6824511831032,0.2452785965715951,0.6064622472603141,3.4612094460749265,EN_L2_3_IT,75.0,PsychAD-V3,246,20+,5.5142340016960105,2.0119432296874127,3.502290772008598
Donor_804__EN_L6_CT,4.234321182951555,5.463168892236623,6.2478222519253634,0.0,1.2716118553221063,1.2716118553221063,1.813715583191851,4.2155515961405525,3.1274652236750735,0.0,0.0,4.15703169649379,EN_L6_CT,15.0,PsychAD-V3,20,10-20,5.315104109037847,1.4624945142064614,3.8526095948313857
Donor_804__EN_L6_IT_1,4.484284340726978,6.2682247339326445,6.136126133804657,1.489713384779024,1.489713384779024,1.6667214206174683,1.6667214206174683,4.0988006747658625,2.8518713615241147,0.0,1.489713384779024,4.304217232915795,EN_L6_IT_1,15.0,PsychAD-V3,29,10-20,5.629545069488093,1.8441568789827485,3.785388190505344
Donor_805__EN_L2_3_IT,4.235621029519235,6.1315272838904935,6.157700032925523,1.786069823860827,1.6861064815030942,2.1589185594147073,1.1404795506578378,3.922323889802256,2.429884636382015,0.8228416157263676,0.6897372794562062,4.023731070200812,EN_L2_3_IT,42.0,PsychAD-V3,251,20+,5.50828278211175,1.829545229600414,3.678737552511336
Donor_805__EN_L3_5_IT_1,4.395137933907684,6.283496733336515,5.649166023503946,1.9048310034510483,1.9048310034510483,1.9048310034510483,2.2594070178363226,4.17945994941912,2.2594070178363226,1.3504433458469216,1.3504433458469216,3.17275182735182,EN_L3_5_IT_1,42.0,PsychAD-V3,31,20+,5.442600230249382,2.1392067108923443,3.3033935193570376
Donor_805__EN_L3_5_IT_2,4.551417915538364,6.144198959467817,5.97939903824909,2.7102550491419914,1.908181193994652,2.1580705433258287,1.0693914210079638,4.078317523146303,2.8300740102416198,0.8223040441704321,0.0,3.176522225222162,EN_L3_5_IT_2,42.0,PsychAD-V3,65,20+,5.558338637751757,1.9470742231285987,3.6112644146231583
Donor_805__EN_L3_5_IT_3,4.44409438864506,5.9767809461522425,6.4734754340384075,2.4107630177619916,1.8515268672044967,2.0991686007008985,1.5216316799403584,3.823107551311871,2.839581998636942,0.0,1.382054488275007,3.2371567683013525,EN_L3_5_IT_3,42.0,PsychAD-V3,63,20+,5.631450256278569,1.9909792754789457,3.6404709807996234
Donor_811__EN_L2_3_IT,4.188911454508653,6.24334428924792,6.156755378108381,1.7019640803325402,1.446341889991746,2.712885709236293,1.6733632612578175,3.933882873012369,2.1491555700985123,0.3811283145034015,1.102068607332928,3.8083026231980455,EN_L2_3_IT,21.0,PsychAD-V3,263,20+,5.5296703739549855,1.887598788220701,3.6420715857342847
Donor_815__EN_L2_3_IT,3.81313709968786,6.1524238070622514,5.469011647760892,1.4832169238698185,1.3452770800735194,2.529424529040029,1.7124998381688576,3.881772426917555,2.953409210646628,0.5636837195026277,0.5636837195026277,4.208404686842275,EN_L2_3_IT,34.0,PsychAD-V3,175,20+,5.144857518170334,1.879120930965208,3.2657365872051263
Donor_815__EN_L3_5_IT_2,4.542211077883,6.171707692134359,5.645703673102042,2.675007835983809,1.4766184696602611,1.4766184696602611,0.989190925891243,4.096293130342296,4.038460257168742,0.0,0.0,3.4469047992630113,EN_L3_5_IT_2,34.0,PsychAD-V3,35,20+,5.4532074810398,1.8440236360883266,3.609183844951473
Donor_815__EN_L3_5_IT_3,4.414339455551068,5.7885789578870614,6.009342722145677,1.7581341867792855,0.6731079887381468,2.1613168920303383,1.3560829450269047,3.949260741830181,3.2191962900893483,0.0,1.071803124087693,2.795152745698768,EN_L3_5_IT_3,34.0,PsychAD-V3,42,20+,5.404087045194603,1.7736127710727372,3.630474274121866
Donor_833__EN_L3_5_IT_3,4.559946237935225,5.930490872717252,6.638790127411453,0.46676861134451075,0.46676861134451075,0.46676861134451075,2.0206406197554587,3.552642779017809,2.602058302964906,1.0240672480296005,0.0,2.6865639286003287,EN_L3_5_IT_3,20.0,PsychAD-V3,32,10-20,5.7097424126879766,1.3249643479751634,4.384778064712814
Donor_833__EN_L6_IT_1,4.502362110572707,6.207184997354015,6.451935609485491,0.0,0.5631447260293359,1.839486506344054,2.3823593184037604,3.5775171122600518,2.3823593184037604,0.9212277656198966,0.0,3.6779578830960693,EN_L6_IT_1,20.0,PsychAD-V3,20,10-20,5.7204942391374045,1.4582618433826076,4.262232395754797
Donor_83__EN_L2_3_IT,4.409304631639285,6.056041669732317,6.110724903239857,2.0202998939998325,1.6790368544042058,1.1569426174526691,1.5718070326521967,3.773078331677011,2.2742659953651043,0.7372107930426608,1.1569426174526691,3.3790383132130315,EN_L2_3_IT,6.0,PsychAD-V3,73,5-10,5.52535706820382,1.7961980170057936,3.7291590511980264
Donor_848__EN_L2_3_IT,4.3118783321821645,6.324045264332981,6.166026696175728,2.3927276969997826,2.1921721271492496,0.0,3.3618066262178825,4.822673547130991,3.49099452928823,1.0948253462224387,1.6048918575410338,3.3618066262178825,EN_L2_3_IT,66.0,PsychAD-V3,30,20+,5.600650097563624,2.3700114663187013,3.2306386312449225
Donor_848__EN_L3_5_IT_2,4.252596322019291,6.1901889896803,5.98514315099727,2.6722573130190184,1.578837401305873,1.578837401305873,3.1820412182433566,4.837096881013878,3.007985575716499,0.0,0.0,3.5735761313810457,EN_L3_5_IT_2,66.0,PsychAD-V3,27,20+,5.475976154232288,2.1071319738255623,3.3688441804067253
