level,n,b_age2,p_age2,convex,min_age
all_cells,182,0.11217564703865557,0.28761866706215267,True,13.696094494688635
ExN_agg,180,-0.020284219274778414,0.7950049903761657,False,59.35130647582002
within_EN,157,0.04517741358982631,0.370585939992253,True,23.72295662100699
