dataset,individual,subtype,age,subsource,ncells,log10_total,AGG_pos_lin,AGG_pos_log,AGG_sign_lin,AGG_sign_log,CELL_pos_lin,CELL_pos_log,CELL_sign_lin,CELL_sign_log
Velmeshev,5936,L2-3,13.994520547945205,U01,195,6.341504362221009,114455.23438327972,2655.3789071274723,87609.46636245522,1026.494480661123,116524.71855163592,1528.6176896292081,89907.04865333314,911.1762476418485
Velmeshev,5936,L4,13.994520547945205,U01,107,5.880281827558124,110500.18542062593,2673.918460238554,84086.41035007786,1090.8875432293194,112452.69575016559,1330.9642497406378,86555.71736267721,856.122763814434
Velmeshev,5936,L6,13.994520547945205,U01,40,5.44258636978825,100815.11655024115,2419.084571372651,65947.69962078946,867.7363321817212,102755.31382797878,1047.6235056975188,67677.49426577978,565.5780645068118
Velmeshev,5958,L2-3,21.994520547945207,U01,133,5.850736882398386,119425.68495178653,2693.994251852835,93387.13492417049,1124.1345909172235,120007.47168005316,1155.9079462456207,94330.38379304393,771.9116860922686
Velmeshev,5958,L4,21.994520547945207,U01,168,6.228253772413462,108580.66537976064,2727.3321644172356,80492.83072510886,1043.122295055751,110159.5254824549,1465.8265050556897,82580.39521907699,892.8202137392935
Velmeshev,5976,L2-3,3.9945205479452053,U01,149,5.846019627067046,121990.05172071062,2621.2663665551017,97509.34125544166,1125.7203864483731,122995.26178647483,1093.2120392448232,98527.78039788222,744.7584200626419
Velmeshev,5976,L4,3.9945205479452053,U01,101,5.777369541042511,117863.97395519623,2662.3381029852035,94310.22849870597,1166.280311497448,120432.58648570042,1115.6873300088387,96693.23960331986,763.1680544163695
Velmeshev,5976,L6,3.9945205479452053,U01,68,5.610115889631136,106188.40699065267,2501.2892535037754,73700.8779332583,922.7218150993565,105986.112778248,1060.270807851914,73304.16003957996,614.671730019015
Velmeshev,1798,L2-3,1.7835616438356163,U01,167,5.49079534093479,121302.79264301254,2575.612795489204,95804.20846724093,1104.0744682551012,121777.59619289194,715.7633861839815,96105.20471620104,514.3041189747728
Velmeshev,1798,L4,1.7835616438356163,U01,284,5.559638547924069,115565.90312551003,2648.601090092855,89859.02210636338,1114.1911252832188,115175.4952002552,597.2086054296991,89321.33664605947,435.8729276124242
Velmeshev,1798,L5,1.7835616438356163,U01,68,4.721439617103788,106564.71545037223,2190.2344252467456,71424.42794824179,868.8628724990583,106535.1975994875,416.9642424429916,71203.73365549897,263.09975314034864
Velmeshev,1798,L6,1.7835616438356163,U01,153,5.159031513849653,102708.88133858392,2402.8581072894694,69735.64183489035,902.8505059357325,102427.5916121363,432.887482359665,69434.46968802378,276.44903293788104
Velmeshev,5608,L2-3,3.526027397260274,U01,85,5.434287799002116,121432.99017662928,2623.04487651481,96719.9943942017,1104.2272298968776,121185.68351569951,992.5913807239574,96392.45249821541,679.4145758226201
Velmeshev,5608,L4,3.526027397260274,U01,99,5.395586716955112,115681.13912135121,2605.620832214908,89226.68493402845,1048.8365173783845,115993.26684868342,860.6995815067919,89543.33138289186,588.4818113949302
Velmeshev,5608,L6,3.526027397260274,U01,69,5.0813833174622856,104843.944015258,2423.078733981529,70870.46992701404,916.0540029225232,104860.68113641432,626.6419194494642,70771.54335990308,382.6073010682668
Velmeshev,RL1613,L2-3,2.0712328767123287,Herring,43,5.274815722689464,129318.76528177023,2562.9386482813525,104452.50063064057,1222.3151577875944,128258.51723008833,1151.647572021608,103596.51732444813,802.0523606887467
Velmeshev,RL1613,L4,2.0712328767123287,Herring,286,5.903614623433634,122375.48901582067,2670.5127361948416,97401.8789400542,1180.0825737262035,121772.47037132047,953.4878059482946,96873.63063181526,688.6315104414149
Velmeshev,RL1613,L5,2.0712328767123287,Herring,37,5.151103123192131,111248.12095916623,2334.3779966853376,76524.1446859851,907.6871914235484,110748.08695325442,955.1027620688071,76204.33725280483,557.4375141424466
Velmeshev,RL1613,L5-6-IT,2.0712328767123287,Herring,30,5.002848297036753,105541.62626034493,2345.4599607988857,76153.80376024087,1049.7243145927162,105701.3572546745,954.5403210807767,76505.93030785696,619.414904939906
Velmeshev,RL1613,L6,2.0712328767123287,Herring,179,5.725669927516347,106236.52573601124,2474.8501038849377,71681.44704949403,948.9292221041185,105790.80102995713,859.3407428426613,71298.7362923912,527.7896271210768
Velmeshev,RL1614,L2-3,7.994520547945205,Herring,91,5.696966768140209,129996.7813684,2582.3677457208887,104764.21515215104,1208.6387149540847,129679.31767079444,1203.2539434934092,104097.62745932017,823.265064124691
Velmeshev,RL1614,L4,7.994520547945205,Herring,54,5.437511159377366,121994.19401553924,2525.1851278712743,94635.1796387493,1190.109930251418,122163.8474233396,1139.442067974763,94983.86004287312,778.6925498655716
Velmeshev,RL1614,L5,7.994520547945205,Herring,66,5.441206377593687,112906.3271269975,2304.3421999727066,76089.44086621127,858.0625810789815,112380.54092262746,941.3959579037056,75760.37950971263,536.4817968766755
Velmeshev,RL1614,L5-6-IT,7.994520547945205,Herring,22,4.915595039159147,109517.76177496341,2221.412801793108,79164.08350983556,1056.2193228709184,109543.56682566061,959.0100560689984,79046.07333325564,611.7453662651424
Velmeshev,RL1614,L6,7.994520547945205,Herring,214,5.847984550000223,110182.46129509603,2439.861842070204,74571.3154906173,951.9336147356375,110043.20570732052,855.5622727654943,74394.72398976999,519.2116853507297
Velmeshev,RL1786,L2-3,2.0712328767123287,Herring,473,7.03638813050012,127635.76868502954,2541.748564209917,101081.03635763214,1135.3164462699385,126793.29931678025,1684.6354268576774,100101.19992642058,1015.8437133478903
Velmeshev,RL1786,L4,2.0712328767123287,Herring,121,6.411685013556108,123481.16247660147,2554.861870338511,95948.28065053691,1140.1685282269912,122965.7073415588,1704.8872966875324,95773.03539958758,1036.6919754820021
Velmeshev,RL2102,L2-3,15.994520547945205,Herring,1721,7.143742617502666,126031.00887073574,2652.7485258508163,98915.48231876649,1135.7151830513499,124188.37655280362,1410.4575767995066,96318.77645987945,906.5970115252323
Velmeshev,RL2102,L4,15.994520547945205,Herring,186,6.1085741559974185,121554.71465479417,2625.66512726984,94116.00857871996,1130.6108094716542,121076.94549165302,1329.4897088475714,93678.42076267242,867.3401039916033
Velmeshev,RL2105,L2-3,1.7123287671232876,Herring,783,7.08327200987693,121721.54840950055,2588.6000444770234,94138.05451486912,1102.7769677973724,120971.46193674194,1628.7573924161468,93099.45493636477,976.4752155174176
Velmeshev,RL2105,L4,1.7123287671232876,Herring,533,6.8989496735460225,117057.54789502115,2616.5605964342135,88214.62278794603,1089.6811385102706,116502.57053196896,1614.6527049742854,87777.78174303485,966.3040613422996
Velmeshev,RL2105,L5,1.7123287671232876,Herring,42,5.695443148657882,105039.3384283537,2368.9385620782377,65555.36712511093,795.5096167077373,102754.2722969726,1244.9943668488522,63235.52735634337,598.3166917103607
Velmeshev,RL2105,L5-6-IT,1.7123287671232876,Herring,22,5.597165154957647,102245.2727053567,2448.305848028058,69078.00359857459,962.3247226626047,102646.76361537757,1643.421640477075,69742.61143362301,877.2994255463751
Velmeshev,RL2105,L6,1.7123287671232876,Herring,132,6.380168353013854,101890.22901627028,2459.687283951136,63586.96871500878,872.9185985132488,101263.38680220979,1547.2004720470864,63081.17626496746,766.8994509876594
Velmeshev,RL2106,L2-3,6.494520547945205,Herring,769,7.078905707383039,121181.38000119574,2635.386249476192,94361.2017400407,1133.3599488415157,119228.48075610172,1684.6016051011595,91953.27369951825,1027.3630013277652
Velmeshev,RL2106,L4,6.494520547945205,Herring,765,7.0143055643941725,117141.05853804632,2647.7408882593136,89020.92068717435,1117.5356717264071,115796.57027976311,1626.6762229459214,87837.57041053755,1004.1235429562461
Velmeshev,RL2106,L5,6.494520547945205,Herring,77,6.01514255386335,103972.92092177353,2434.625511421584,65390.938803651654,815.8551650595028,102220.05913844806,1452.7823548040788,63422.34761239546,696.2170299920407
Velmeshev,RL2106,L5-6-IT,6.494520547945205,Herring,60,6.051187264616265,102425.12758817806,2431.627448042371,69247.22914532249,926.8819903288899,101175.54177363639,1623.0435652705937,67983.8668334468,850.7832919104472
Velmeshev,RL2106,L6,6.494520547945205,Herring,134,6.356253658551756,104292.89156140438,2456.084759714202,66342.97163451057,876.1890711811714,103102.07512993555,1534.0839422370254,65008.921570419574,781.3942106048444
Velmeshev,RL2109,L2-3,3.9945205479452053,Herring,291,6.832929655147029,125287.00060832819,2607.2739225957253,98389.93466163155,1122.6063591622576,122367.28549788706,1790.2996368660188,94872.06037271468,1048.2545406455956
Velmeshev,RL2109,L4,3.9945205479452053,Herring,352,6.863347429784489,120078.90185305217,2637.2438905348654,91711.15252117108,1102.9135382957593,118241.27078835943,1755.7883468365028,90052.61567441291,1030.9201282322651
Velmeshev,RL2109,L5,3.9945205479452053,Herring,49,6.002271921637859,108223.4479486605,2386.910054985716,69729.6420380901,801.7068516156005,106467.22606453922,1564.2840625940107,68475.24583144895,727.835028862394
Velmeshev,RL2109,L5-6-IT,3.9945205479452053,Herring,40,6.016419464692015,104153.9047405154,2441.8662742074184,71730.67402455585,955.927951962267,103445.63622627268,1730.3579834909885,70843.50599184586,890.3467020761531
Velmeshev,RL2109,L6,3.9945205479452053,Herring,171,6.576392725240945,104970.11020937623,2458.94911200946,67721.37667721133,874.8194440915066,103921.49551513713,1606.7938563708176,66702.66691729959,797.0619675811369
Velmeshev,RL2110,L2-3,9.994520547945205,Herring,21,5.9770483240867796,119004.77868738689,2582.08583461892,89559.55008287089,1085.077453534823,117315.76171194325,1948.1053089763166,87183.70713665531,1029.9292003196817
Velmeshev,RL2110,L4,9.994520547945205,Herring,49,6.306421167138136,112722.23762744231,2590.404018508937,82148.40214251015,1019.0323518938931,110426.89431909668,1926.682989334803,79869.382467963,997.017270816773
Velmeshev,RL2123,L2-3,19.994520547945207,Herring,61,5.959665182783762,124170.5494991379,2591.467639998009,94658.9684982421,1087.3144872876248,122575.65090818939,1574.1706146299853,92352.98885607843,922.5496514340076
Velmeshev,RL2123,L4,19.994520547945207,Herring,65,6.002893597502058,119198.00945171462,2610.6366276536364,88679.36927908577,1066.2218357471202,118726.35947466407,1607.4768931580902,88315.63525404588,935.9127356637816
Velmeshev,RL2123,L5-6-IT,19.994520547945207,Herring,30,5.653830701954438,107467.10041191481,2382.538261872007,71956.39947334962,937.6607325387429,107323.27288222246,1475.3386512720858,71315.35778803506,785.4691289520115
Velmeshev,RL2123,L6,19.994520547945207,Herring,189,6.39257016296348,104537.1414161551,2438.906674829688,63436.059537080175,826.4042586602551,102543.64616934137,1352.745721325849,60856.200220046914,662.1639762730282
Velmeshev,RL2125,L2-3,1.1506849315068493,Herring,33,5.85744467468336,123641.17580829101,2458.7704047112247,95206.94278524075,1088.022916603853,122811.21615893382,1711.708948956946,94055.9505514408,984.7249941230828
Velmeshev,RL2125,L4,1.1506849315068493,Herring,30,5.374574226824472,114393.89499972339,2428.6322364830276,87952.02177937508,1160.7257211402682,113770.72034076357,1312.3919693567657,87435.41851704942,855.8738020018328
Velmeshev,RL2126,L2-3,9.994520547945205,Herring,107,6.51650985751913,121094.64141541343,2617.269625803995,92962.66745107892,1118.7811114357407,120718.03334878033,1991.1893956831268,92347.19763759503,1114.2554803598218
Velmeshev,RL2126,L4,9.994520547945205,Herring,97,6.389992761013653,116844.75933098093,2686.6146028229377,88867.56836826821,1150.7000100193713,116889.6659027716,1984.3310580245893,89067.79646349722,1150.5182112338573
Velmeshev,RL2126,L6,9.994520547945205,Herring,38,5.998054351895468,104269.98497940546,2408.3185787857656,66599.98676181937,910.211770431801,104245.91290141914,1776.738411034265,66549.18508625169,876.7279022895772
Velmeshev,RL2127,L2-3,11.994520547945205,Herring,88,6.588317095248569,120394.14818351784,2609.1176295210157,92506.33105230666,1111.5203562277666,120480.4434160976,2080.077378541991,92460.19531268519,1135.1277660104158
Velmeshev,RL2127,L4,11.994520547945205,Herring,65,6.345886150519735,117017.18257841998,2663.9688766747167,88814.61893221407,1135.0210159322485,117949.37241213898,2019.2492948700865,90362.10004689667,1145.3489023240118
Velmeshev,RL2127,L6,11.994520547945205,Herring,93,6.347914211872047,102647.38456599512,2419.1119619735464,63645.95135476214,838.8424803307896,102602.37758291545,1615.4276631124249,63491.04908990366,770.7051820310232
Velmeshev,RL2128,L2-3,19.994520547945207,Herring,183,6.763331165051375,116596.77001650698,2630.5469795573767,87493.62919811331,1064.045123357831,115439.67574606664,1973.955821758254,86126.80659755245,1064.141758650885
Velmeshev,RL2128,L4,19.994520547945207,Herring,145,6.552774526174261,116265.8642846867,2621.5701976639984,86821.81719423637,1060.7341164960326,116013.59572689724,1885.7248935058515,86819.00605971576,1052.412826838138
Velmeshev,RL2128,L5,19.994520547945207,Herring,29,5.823127829243428,100261.62313903803,2355.6912823033977,59000.3352752797,725.9978917946991,99184.18192181563,1581.4128237842551,57604.67683048749,659.3273924065589
Velmeshev,RL2128,L5-6-IT,19.994520547945207,Herring,23,5.938901816244221,103603.48343188815,2409.5806942453983,67996.66818761126,887.3040205631837,103317.68311291216,1874.317431147445,67872.74111613359,893.9915387149565
Velmeshev,RL2128,L6,19.994520547945207,Herring,46,6.073692695062007,102969.79773831778,2422.4447483605254,62554.25117468599,814.6027560243629,102701.05132656147,1716.128984011843,62517.39773139768,789.0333397733173
Velmeshev,RL2129,L4,2.9945205479452053,Herring,130,5.72743958443488,111214.8107526344,2409.1061918008672,87072.80731422034,1064.3215421719574,109632.97603348213,979.0589326726551,85611.46048405251,672.6732391633465
Velmeshev,RL2129,L6,2.9945205479452053,Herring,34,4.985610572325098,91478.00934216368,2075.4098965566404,57248.01892137469,807.4561861797383,91129.82458053759,700.9058362730921,56326.49063527292,392.0765478617415
Velmeshev,RL2130,L6,13.994520547945205,Herring,74,6.315337114876633,107843.06714529483,2400.9442699972037,70052.46328267356,837.6427596376542,106204.29802830292,1516.4695424037807,67911.94284281998,721.7308223308736
Velmeshev,RL2131,L2-3,16.994520547945207,Herring,685,7.2480630848754295,121606.83422625798,2620.547232613293,94275.74880446907,1109.4010539771477,120730.05230534184,1869.6993361344444,93051.34960954092,1072.7883497550192
Velmeshev,RL2131,L4,16.994520547945207,Herring,273,6.799583410703199,118729.97274958978,2589.4904215702263,89979.137790465,1064.5810608884592,118503.88716239427,1785.5053480928639,89860.01472884562,1020.365254599834
Velmeshev,RL2131,L5,16.994520547945207,Herring,31,5.806482517545681,107127.85706788438,2324.8785239911676,68114.55156859252,767.0528564365661,106996.94322404308,1577.4121617241763,68034.81004544276,712.6677407173615
Velmeshev,RL2131,L5-6-IT,16.994520547945207,Herring,31,5.7976227273957575,104865.44313201657,2384.140855682511,71083.63924747641,927.2821041271684,105711.01560515515,1561.043602186198,71448.32351851962,814.3473866237181
Velmeshev,RL2131,L6,16.994520547945207,Herring,118,6.3782974019366145,106692.69274635075,2395.391504375977,67706.36263087118,833.3829094312479,105951.50472301416,1509.198027097145,66510.28389523702,734.0534988409518
Velmeshev,RL2132,L2-3,24.994520547945207,Herring,1125,7.215387223485102,126811.43328464936,2641.8200963007207,100527.5474527207,1169.7403804166354,126146.32345308727,1603.8842514467701,99480.1974742325,1007.2372023727547
Velmeshev,RL2132,L4,24.994520547945207,Herring,247,6.573917873112555,119223.08553541834,2648.9631792167015,91170.80794824263,1125.5552149427976,119416.00778071831,1639.4732100371634,91633.10428926967,1004.1706753322612
Velmeshev,RL2132,L5,24.994520547945207,Herring,23,5.337003762082101,104391.88127752951,2330.786906746118,66401.74400275189,843.3666118515852,104276.31374432726,1221.5708458562624,66403.8680485273,618.1979173706424
PsychAD,Donor_100,EN_L2_3_IT,21.0,PSYCHAD,442,7.1729960990707955,101098.53180897227,2459.766318524106,79835.24249134373,1063.3540013813542,99885.23512329478,1752.5800039171722,78099.78849675375,999.9966173492562
PsychAD,Donor_100,EN_L3_5_IT_2,21.0,PSYCHAD,44,6.020220777260005,100903.88755209003,2470.349271780682,79742.9458429067,1111.4824486584332,100645.2568825071,1700.0973782710469,79376.999959237,1026.2005203325134
PsychAD,Donor_100,EN_L3_5_IT_3,21.0,PSYCHAD,39,6.138471645335286,98405.59239880258,2401.8449241929966,75525.46720708696,1021.230273028286,97410.42188602638,1744.398497308281,74390.3423452781,971.1017283586777
PsychAD,Donor_1152,EN_L2_3_IT,18.0,PSYCHAD,283,6.991658116678408,103427.5321299091,2453.0062329205407,82153.06681867458,1068.2867500568989,101790.61732683404,1785.1464455727676,79977.0438193123,1018.1812625173195
PsychAD,Donor_1152,EN_L3_5_IT_1,18.0,PSYCHAD,26,5.88007867026788,92566.93354162294,2378.1087187801377,69441.46521026977,983.4276499730455,92183.40096865321,1750.6486195645516,69115.56176175796,949.8302252560032
PsychAD,Donor_1152,EN_L3_5_IT_2,18.0,PSYCHAD,63,6.208326048847411,103313.47020609376,2460.4269218097297,82628.0368642453,1119.7626904008403,102906.65562880962,1744.0697218041696,82113.20043277399,1052.4656286261518
PsychAD,Donor_1152,EN_L3_5_IT_3,18.0,PSYCHAD,57,6.32568946951824,101003.19840989915,2399.6297670620415,77693.47025321778,1028.7349653119265,99821.84677771234,1810.2563804141882,76293.12394154916,1004.1690262675637
PsychAD,Donor_1159,EN_L2_3_IT,19.0,PSYCHAD,25,6.054288552908092,98146.92265871639,2454.197781510822,75142.07093431424,1057.567856609733,96954.94904150644,1864.579778668872,73699.71321275648,1003.9898428808477
PsychAD,Donor_1185,EN_L2_3_IT,26.0,PSYCHAD,182,6.686683717363661,91467.68274028393,2410.924481480586,70065.17502655898,974.9476383640902,90008.48795695155,1678.9551355348358,68397.3396663288,922.799742231749
PsychAD,Donor_1185,EN_L3_5_IT_1,26.0,PSYCHAD,25,5.639633885315905,82738.58799223477,2313.7403214264996,59263.21675892798,882.5843682199528,81876.96211114235,1486.8716360042467,58465.094170949866,796.902491453313
PsychAD,Donor_1185,EN_L3_5_IT_2,26.0,PSYCHAD,28,5.643167330253651,88309.67725531336,2388.1129460157986,66875.32391618496,1003.2180477837817,86516.8904581259,1521.0000396873363,65090.40850351617,882.9601821460961
PsychAD,Donor_1185,EN_L3_5_IT_3,26.0,PSYCHAD,43,5.960420828418221,87366.23390969684,2366.9930957890087,64671.01441240578,946.1023184778093,85714.4863554147,1570.1286120283962,62973.982341016905,858.3034383628266
PsychAD,Donor_1204,EN_L2_3_IT,18.0,PSYCHAD,454,7.0212728410202985,106122.34823656602,2440.2136107461943,83590.66639051314,1076.281018109514,103869.22499759737,1639.2603140209328,80582.83878111094,969.9471303796897
PsychAD,Donor_1204,EN_L3_5_IT_2,18.0,PSYCHAD,20,5.604692507015239,107284.55745559624,2418.6422632463245,86302.86378230069,1156.1798443082625,106647.87848429824,1677.0636704779856,85703.58190600672,1042.4144602287597
