score,r_depth_adult,r_depth_partialled,chem_coef_norm,r_downsample_concord,r_age_all,r_age_V3only,null_depth_r_p95
pos_cpm,-0.009090909090909092,0.3314832535885167,0.03488906617365147,0.9997539302802461,0.7524270697200598,0.820651031598373,0.6736363636363631
signed_cpm,-0.03636363636363637,0.2365276828434723,0.0011375793122486643,0.9999453178400547,0.7629967092652661,0.7722165096692434,0.619090909090909
signed_logcpm,-0.22727272727272727,0.032809295967190705,-0.09490646219872402,0.9995898838004101,0.823420043224213,0.8288585551888742,0.45454545454545453
rank_contrast,-0.43636363636363645,-0.1374982911825017,-0.1946249202657952,0.9990157211209845,0.812303462434753,0.8157873139151133,0.61
