dataset,individual,subtype,age,chem,subsource,ncells,log10_total,score_sum,score_mean
PsychAD,Donor_1387,EN_L3_5_IT_1,13.0,V3,PSYCHAD,53,6.048240925036771,956.2508936667324,869.7087517704716
PsychAD,Donor_1387,EN_L3_5_IT_2,13.0,V3,PSYCHAD,87,6.220050527125682,1073.0858648669325,996.3534206995107
PsychAD,Donor_1387,EN_L3_5_IT_3,13.0,V3,PSYCHAD,100,6.402951405223373,989.4480358376594,936.2453830729822
PsychAD,Donor_1447,EN_L2_3_IT,16.0,V3,PSYCHAD,214,6.645265718260833,933.8899136359013,766.2229706846978
PsychAD,Donor_1447,EN_L3_5_IT_2,16.0,V3,PSYCHAD,25,5.846645092149786,1039.6326037813833,916.7235047176073
PsychAD,Donor_1447,EN_L3_5_IT_3,16.0,V3,PSYCHAD,22,5.787780586703332,976.773251244438,880.0178963482488
PsychAD,Donor_1484,EN_L2_3_IT,16.0,V3,PSYCHAD,352,6.864519268500136,1040.5581923665065,932.3411772594119
PsychAD,Donor_1484,EN_L3_5_IT_2,16.0,V3,PSYCHAD,41,5.925569909543376,1127.9096055565549,1033.8768823546504
PsychAD,Donor_1484,EN_L3_5_IT_3,16.0,V3,PSYCHAD,43,6.0013970473840095,1043.3711296873976,975.6107529599742
PsychAD,Donor_1484,EN_L6_CT,16.0,V3,PSYCHAD,21,5.717003573780957,796.0000486633193,715.9102643501864
PsychAD,Donor_286,EN_L2_3_IT,8.0,V3,PSYCHAD,114,6.135839038011197,980.1794773330687,735.0430588017779
PsychAD,Donor_286,EN_L3_5_IT_2,8.0,V3,PSYCHAD,25,5.542970996985002,1098.7400823418507,898.0115884279281
PsychAD,Donor_286,EN_L3_5_IT_3,8.0,V3,PSYCHAD,21,5.559263680656105,999.9357720210814,861.5418694995102
PsychAD,Donor_514,EN_L2_3_IT,23.0,V3,PSYCHAD,239,6.955654563752928,1077.3157369412595,1044.8203876626258
PsychAD,Donor_514,EN_L3_5_IT_2,23.0,V3,PSYCHAD,36,6.073538364877685,1169.0307041955518,1135.0413350538636
PsychAD,Donor_567,EN_L2_3_IT,17.0,V3,PSYCHAD,130,6.643114979971645,1030.8838854864293,968.0118751834864
PsychAD,Donor_567,EN_L3_5_IT_2,17.0,V3,PSYCHAD,39,6.141907344501789,1100.8779773161252,1084.155115903473
PsychAD,Donor_567,EN_L3_5_IT_3,17.0,V3,PSYCHAD,37,6.072610495444156,1023.3727231424541,963.144346380715
PsychAD,Donor_631,EN_L2_3_IT,16.0,V3,PSYCHAD,155,6.6976953052105905,1041.0409867061448,950.6094199202321
PsychAD,Donor_631,EN_L3_5_IT_1,16.0,V3,PSYCHAD,29,5.99000034621528,1008.5720544575136,969.5961028181845
PsychAD,Donor_631,EN_L3_5_IT_2,16.0,V3,PSYCHAD,75,6.350545911956309,1109.469061297263,1063.0929088997302
PsychAD,Donor_631,EN_L3_5_IT_3,16.0,V3,PSYCHAD,58,6.295566880066483,1017.9434134809761,979.8716335672477
PsychAD,Donor_631,EN_L6_CT,16.0,V3,PSYCHAD,24,5.9431733754258245,792.0940245996964,726.2595475770071
PsychAD,Donor_781,EN_L2_3_IT,15.0,V3,PSYCHAD,167,6.5713444770982745,936.9561939661348,771.449920849949
PsychAD,Donor_804,EN_L6_CT,15.0,V3,PSYCHAD,20,5.891672352336507,771.0872083865673,705.1387844545006
PsychAD,Donor_804,EN_L6_IT_1,15.0,V3,PSYCHAD,29,6.066029087110813,997.9661913051657,929.8646732023253
PsychAD,Donor_83,EN_L2_3_IT,6.0,V3,PSYCHAD,73,6.263564587537716,1026.7913353302777,895.2314008682849
PsychAD,Donor_915,EN_L2_3_IT,29.0,V3,PSYCHAD,227,6.792482111403225,1004.3495688748876,935.6807737084873
PsychAD,Donor_915,EN_L3_5_IT_1,29.0,V3,PSYCHAD,24,5.602888702620808,945.4188253358676,790.1910802827316
PsychAD,Donor_915,EN_L3_5_IT_2,29.0,V3,PSYCHAD,84,6.166974490887897,1030.2692715168012,924.8459632203865
PsychAD,Donor_915,EN_L3_5_IT_3,29.0,V3,PSYCHAD,102,6.432958072790875,959.7889197153811,892.9611265349091
PsychAD,Donor_915,EN_L6B,29.0,V3,PSYCHAD,38,6.06653761562004,809.6263546173557,742.7119672708463
PsychAD,Donor_915,EN_L6_IT_1,29.0,V3,PSYCHAD,71,6.249363969395703,1016.7713327673591,916.7438073424107
PsychAD,Donor_950,EN_L2_3_IT,16.0,V3,PSYCHAD,194,6.905610901664767,1036.136253195011,995.4293606509002
PsychAD,Donor_950,EN_L3_5_IT_1,16.0,V3,PSYCHAD,30,6.090660409141777,960.9085869761104,947.5750081393194
PsychAD,Donor_950,EN_L3_5_IT_2,16.0,V3,PSYCHAD,30,6.057810211004275,1113.9526731757733,1070.0150227204163
PsychAD,Donor_950,EN_L3_5_IT_3,16.0,V3,PSYCHAD,67,6.478827570930301,1014.3076200363508,1003.2102149756939
PsychAD,Donor_1336,EN_L2_3_IT,20.0,V3,PSYCHAD,109,6.166046865678583,1102.6341871385098,903.8236761163928
PsychAD,Donor_1336,EN_L3_5_IT_2,20.0,V3,PSYCHAD,42,5.541858699889792,1124.9307864751042,850.537384665828
PsychAD,Donor_1336,EN_L3_5_IT_3,20.0,V3,PSYCHAD,32,5.668312285418352,1046.423786427206,860.6161448142683
PsychAD,Donor_1364,EN_L2_3_IT,24.0,V3,PSYCHAD,176,6.70876386581736,1028.4670958944205,973.9790833704725
PsychAD,Donor_1364,EN_L3_5_IT_2,24.0,V3,PSYCHAD,20,5.596319938322728,1056.0754975104994,978.538093448413
PsychAD,Donor_1364,EN_L3_5_IT_3,24.0,V3,PSYCHAD,37,5.948821636262159,1003.1515727920458,936.7434317810878
PsychAD,Donor_1364,EN_L6_CT,24.0,V3,PSYCHAD,23,5.7558100876309615,831.8561425425146,736.6757528700222
PsychAD,Donor_138,EN_L2_3_IT,24.0,V3,PSYCHAD,363,7.124098563500063,1040.1486228059534,1004.3649317491546
PsychAD,Donor_138,EN_L3_5_IT_1,24.0,V3,PSYCHAD,27,5.818669202072219,980.9013813751858,867.7609554870189
PsychAD,Donor_138,EN_L3_5_IT_2,24.0,V3,PSYCHAD,50,6.188734483678314,1126.0992060068725,1067.0153759249258
PsychAD,Donor_138,EN_L3_5_IT_3,24.0,V3,PSYCHAD,39,6.146722921712476,1030.8210331032305,968.2640271008313
PsychAD,Donor_177,EN_L2_3_IT,28.0,V3,PSYCHAD,48,6.014795980580709,1061.1799281714616,979.3695704038688
PsychAD,Donor_346,EN_L2_3_IT,22.0,V3,PSYCHAD,50,6.198741738640809,981.8218462878533,888.6738182098356
PsychAD,Donor_346,EN_L3_5_IT_2,22.0,V3,PSYCHAD,29,5.829018653399399,1042.2788892684748,936.9119287605758
PsychAD,Donor_346,EN_L3_5_IT_3,22.0,V3,PSYCHAD,64,6.280012827667755,946.2965966303369,867.7785500689741
PsychAD,Donor_498,EN_L2_3_IT,24.0,V3,PSYCHAD,30,5.939993223495161,1077.4459854053355,957.0779125267743
PsychAD,Donor_537,EN_L2_3_IT,20.0,V3,PSYCHAD,39,6.1723465984838874,1037.1395668689856,1018.9514239670186
PsychAD,Donor_6,EN_L2_3_IT,18.0,V3,PSYCHAD,163,6.926094920867872,1026.5661274774461,1014.6668304588935
PsychAD,Donor_6,EN_L3_5_IT_2,18.0,V3,PSYCHAD,44,6.259131149447773,1063.1902847963722,1047.9310062094348
PsychAD,Donor_6,EN_L3_5_IT_3,18.0,V3,PSYCHAD,53,6.387122403729381,983.6129767938107,960.8837253353314
PsychAD,Donor_84,EN_L2_3_IT,27.0,V3,PSYCHAD,469,7.106068481747562,1030.48203106836,979.6325255216469
PsychAD,Donor_84,EN_L3_5_IT_1,27.0,V3,PSYCHAD,49,5.892773353123822,969.1009203205366,836.8072776244443
PsychAD,Donor_84,EN_L3_5_IT_2,27.0,V3,PSYCHAD,76,6.118000364387838,1027.3097573497478,935.3583223638823
PsychAD,Donor_84,EN_L3_5_IT_3,27.0,V3,PSYCHAD,130,6.515356089221261,949.2869159332737,901.3815598951169
PsychAD,Donor_84,EN_L6B,27.0,V3,PSYCHAD,27,5.832486558738495,807.9369662236406,744.0595602972596
PsychAD,Donor_84,EN_L6_IT_1,27.0,V3,PSYCHAD,46,6.147576471398033,1014.2379444065813,990.6097067206362
PsychAD,Donor_1196,EN_L2_3_IT,18.0,V3,PSYCHAD,144,6.589773391626145,1036.9776871684635,965.1979328939875
PsychAD,Donor_1196,EN_L3_5_IT_2,18.0,V3,PSYCHAD,39,5.891842861658699,1077.1401908055861,967.8873786860341
PsychAD,Donor_1196,EN_L3_5_IT_3,18.0,V3,PSYCHAD,22,5.753094873529342,984.9688071767023,897.6797147201851
PsychAD,Donor_1286,EN_L2_3_IT,27.0,V3,PSYCHAD,43,6.1935183471728585,1110.6167595684726,1003.5766962744214
PsychAD,Donor_141,EN_L2_3_IT,25.0,V3,PSYCHAD,242,6.844291675615906,1016.7616537379232,956.4146331365041
PsychAD,Donor_141,EN_L3_5_IT_2,25.0,V3,PSYCHAD,27,5.816622383627771,1070.8191276706514,1006.4182929228155
PsychAD,Donor_141,EN_L3_5_IT_3,25.0,V3,PSYCHAD,69,6.323088667414871,972.4886327444225,943.3523945954405
PsychAD,Donor_1470,EN_L2_3_IT,22.0,V3,PSYCHAD,35,6.170319813067846,1024.6113335865557,961.8590143466915
PsychAD,Donor_1470,EN_L3_5_IT_2,22.0,V3,PSYCHAD,25,5.955939212398828,1096.7686665024971,1034.0747065194325
PsychAD,Donor_1470,EN_L3_5_IT_3,22.0,V3,PSYCHAD,21,6.070646560956008,966.4912151130238,951.0664672086226
PsychAD,Donor_160,EN_L2_3_IT,29.0,V3,PSYCHAD,67,6.3636106638462655,1017.0837246296991,941.3859378146161
PsychAD,Donor_160,EN_L3_5_IT_2,29.0,V3,PSYCHAD,93,6.4008248915945085,1033.7096694196646,962.0073792557404
PsychAD,Donor_160,EN_L3_5_IT_3,29.0,V3,PSYCHAD,99,6.530665898097934,948.8234648560378,922.4577969788837
PsychAD,Donor_160,EN_L5_6_NP,29.0,V3,PSYCHAD,25,5.909527146628045,695.459210444564,646.0589068291533
PsychAD,Donor_160,EN_L6_CT,29.0,V3,PSYCHAD,26,5.9082388489174935,817.694508565221,743.1858447600798
PsychAD,Donor_160,EN_L6_IT_1,29.0,V3,PSYCHAD,35,6.204320254801489,1012.2491838651434,993.7102765241395
PsychAD,Donor_208,EN_L2_3_IT,29.0,V3,PSYCHAD,76,6.337137664493766,1009.3600220706221,964.3687504764847
PsychAD,Donor_208,EN_L3_5_IT_2,29.0,V3,PSYCHAD,39,6.0772475945010065,1057.4203119953042,1030.4461455316332
PsychAD,Donor_208,EN_L3_5_IT_3,29.0,V3,PSYCHAD,24,5.930652611875267,965.5012537281409,935.1117234701902
PsychAD,Donor_217,EN_L2_3_IT,29.0,V3,PSYCHAD,153,6.925417660710902,1111.407731146358,1078.9775390691968
PsychAD,Donor_217,EN_L3_5_IT_1,29.0,V3,PSYCHAD,29,6.18499958539224,986.7979048421331,993.7746046927653
PsychAD,Donor_217,EN_L3_5_IT_2,29.0,V3,PSYCHAD,95,6.566215868865457,1131.519437791341,1099.2014234319624
PsychAD,Donor_217,EN_L3_5_IT_3,29.0,V3,PSYCHAD,60,6.462589644206618,1018.4927285856305,1000.3680405551322
PsychAD,Donor_513,EN_L3_5_IT_1,21.0,V3,PSYCHAD,24,5.627504112308042,1014.217098603545,997.3706891359811
PsychAD,Donor_513,EN_L3_5_IT_2,21.0,V3,PSYCHAD,23,5.6307349255504775,1201.1296948092158,1158.3392680339107
PsychAD,Donor_531,EN_L2_3_IT,25.0,V3,PSYCHAD,74,6.279201835758507,1044.7614282423021,925.4010511931751
PsychAD,Donor_531,EN_L3_5_IT_2,25.0,V3,PSYCHAD,24,5.704926575030267,1066.5296220143277,934.5825482068357
PsychAD,Donor_531,EN_L3_5_IT_3,25.0,V3,PSYCHAD,27,5.862562476970174,1004.7069630122908,842.5583796197768
PsychAD,Donor_531,EN_L6_IT_1,25.0,V3,PSYCHAD,24,5.7695811307600815,1024.0341512505988,882.0823804251108
PsychAD,Donor_717,EN_L2_3_IT,27.0,V3,PSYCHAD,247,7.0379693453831065,1080.609414281588,1010.5367745716837
PsychAD,Donor_717,EN_L3_5_IT_1,27.0,V3,PSYCHAD,37,6.100274369262421,1003.9042715969059,905.7267812600304
PsychAD,Donor_717,EN_L3_5_IT_2,27.0,V3,PSYCHAD,114,6.569726586746031,1108.415725753475,1051.1877609858418
PsychAD,Donor_717,EN_L3_5_IT_3,27.0,V3,PSYCHAD,90,6.547014085876832,1025.0556043708295,983.0393174446076
PsychAD,Donor_717,EN_L5_6_NP,27.0,V3,PSYCHAD,29,6.027735204225225,734.977828956094,643.0638980999249
PsychAD,Donor_717,EN_L6_CT,27.0,V3,PSYCHAD,22,5.973793108019893,836.6132113076011,768.1718188474508
PsychAD,Donor_717,EN_L6_IT_1,27.0,V3,PSYCHAD,27,6.145591350521747,1023.1532099194724,960.214161900889
PsychAD,Donor_811,EN_L2_3_IT,21.0,V3,PSYCHAD,263,6.8106637075380645,1034.1509164268653,959.2411282860118
PsychAD,Donor_833,EN_L3_5_IT_3,20.0,V3,PSYCHAD,32,6.225605431607806,988.7569472221273,988.0693431044747
PsychAD,Donor_833,EN_L6_IT_1,20.0,V3,PSYCHAD,20,6.12137105083216,960.3808964614587,923.6281257608664
PsychAD,Donor_856,EN_L2_3_IT,24.0,V3,PSYCHAD,320,6.963026626036171,1016.3343739104324,946.9405385636691
PsychAD,Donor_856,EN_L3_5_IT_1,24.0,V3,PSYCHAD,20,5.5940111320534225,986.2697493800617,819.8028323021376
PsychAD,Donor_856,EN_L3_5_IT_2,24.0,V3,PSYCHAD,66,6.103881681786355,1035.5827482527782,935.2347600458996
PsychAD,Donor_856,EN_L3_5_IT_3,24.0,V3,PSYCHAD,67,6.244224903340456,972.0107640937456,922.4165776915243
