dataset,individual,subtype,age,chem,subsource,ncells,log10_total,score_sum,score_mean
PsychAD,Donor_1235,EN_L2_3_IT,15.0,V3,PSYCHAD,88,6.418791502098961,996.9886553501367,962.3142475767335
PsychAD,Donor_1235,EN_L3_5_IT_2,15.0,V3,PSYCHAD,20,5.624008641502638,1091.8188559368052,1028.455952640647
PsychAD,Donor_1235,EN_L3_5_IT_3,15.0,V3,PSYCHAD,32,5.876662302908478,986.125731446784,926.1990010131416
PsychAD,Donor_1308,EN_L2_3_IT,14.0,V3,PSYCHAD,283,6.887376346332921,1027.2992061099912,974.3007148522362
PsychAD,Donor_1308,EN_L3_5_IT_1,14.0,V3,PSYCHAD,29,5.85235432283912,999.3476784173489,943.1435200800794
PsychAD,Donor_1308,EN_L3_5_IT_2,14.0,V3,PSYCHAD,77,6.238801319334886,1096.9259217571978,1043.0440171479381
PsychAD,Donor_1308,EN_L3_5_IT_3,14.0,V3,PSYCHAD,62,6.2051659147297125,1010.823211403715,962.1028488181549
PsychAD,Donor_1310,EN_L2_3_IT,22.0,V3,PSYCHAD,175,6.855956863764757,1072.4221176319954,1035.1782446204595
PsychAD,Donor_1310,EN_L3_5_IT_1,22.0,V3,PSYCHAD,30,5.977052444838383,992.3704715089533,910.9812025344108
PsychAD,Donor_1310,EN_L3_5_IT_2,22.0,V3,PSYCHAD,79,6.356459934672442,1124.9467270632917,1044.2079065210755
PsychAD,Donor_1310,EN_L3_5_IT_3,22.0,V3,PSYCHAD,81,6.407069356554352,1026.8198054092163,964.7541268547169
PsychAD,Donor_1334,EN_L2_3_IT,13.0,V3,PSYCHAD,110,6.531036989236024,1071.7573893591373,992.2485775320413
PsychAD,Donor_1334,EN_L3_5_IT_1,13.0,V3,PSYCHAD,22,5.64574934086923,1000.4294575948846,872.8820332654686
PsychAD,Donor_1334,EN_L3_5_IT_2,13.0,V3,PSYCHAD,48,6.031430279426525,1131.9290705722476,1039.2599791196615
PsychAD,Donor_1334,EN_L3_5_IT_3,13.0,V3,PSYCHAD,42,6.02216474496418,1018.7549082516524,937.9090429211058
PsychAD,Donor_1341,EN_L2_3_IT,5.0,V3,PSYCHAD,23,6.025955591598247,1025.8578681788947,1014.8845077906992
PsychAD,Donor_1387,EN_L2_3_IT,13.0,V3,PSYCHAD,338,6.915164735426504,1002.1861850321627,933.2196155867651
